u,v,key,osmid,highway,name,oneway,reversed,length,lanes,bridge,maxspeed,tunnel,service,access,width,geometry
81804688,11958083279,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,True,11.29011210791795,,,,,,,,"LINESTRING (105.8251515 21.010617, 105.825249 21.010572)"
81804688,10131967160,0,28103241,primary,Phố Tây Sơn,True,False,18.371541774910362,2,,,,,,,"LINESTRING (105.8251515 21.010617, 105.8252306 21.0107648)"
81805393,10116028532,0,9964551,primary_link,,True,False,26.335281806344838,2,,,,,,,"LINESTRING (105.82426 21.0088234, 105.8245019 21.0088948)"
81805393,11950483412,0,684766067,primary,Phố Tây Sơn,True,False,14.781613106897831,3,,,,,,,"LINESTRING (105.82426 21.0088234, 105.8243268 21.0089408)"
91718187,8173724029,0,178098601,primary,Cầu vượt Ngã Tư Sở,True,False,14.606974419711358,2,,,,,,,"LINESTRING (105.8220087 21.0045074, 105.8220934 21.0046123)"
91718189,442594924,0,35978173,primary,Cầu vượt Ngã Tư Sở,True,False,39.75521568115067,2,yes,,,,,,"LINESTRING (105.821264 21.0038464, 105.8215542 21.0040797)"
98024382,8209597664,0,38095070,primary,Hầm chui Kim Liên,True,False,17.38389662021162,2,,60,,,,,"LINESTRING (105.8380906 21.0096135, 105.8382126 21.0095064)"
98024382,1755146882,0,136556857,primary,Phố Xã Đàn,True,False,17.913213344599388,2,,60,,,,,"LINESTRING (105.8380906 21.0096135, 105.8381595 21.0094658)"
98024383,98024384,0,38095070,primary,Hầm chui Kim Liên,True,False,49.451687255261156,2,,60,,,,,"LINESTRING (105.8387044 21.0089992, 105.8390501 21.0086932)"
98024384,98024386,0,38095070,primary,Hầm chui Kim Liên,True,False,39.363691926786615,2,,60,,,,,"LINESTRING (105.8390501 21.0086932, 105.839323 21.0084474)"
98024386,1755146823,0,38095070,primary,Hầm chui Kim Liên,True,False,36.803374962618946,2,,60,,,,,"LINESTRING (105.839323 21.0084474, 105.8396046 21.0082463)"
98024387,7771967109,0,37862082,primary,Hầm chui Kim Liên,True,False,46.52362909916156,2,,60,yes,,,,"LINESTRING (105.8406131 21.0077543, 105.8410507 21.0076639)"
98024920,8130257782,0,683855299,service,Ngõ 6 Phạm Ngọc Thạch,False,True,13.381280542400013,,,,,alley,,,"LINESTRING (105.8367231 21.0107386, 105.8366326 21.0108243)"
98024920,6685052836,0,711085009,secondary,Phố Phạm Ngọc Thạch,True,False,16.663334031103307,3,,,,,,,"LINESTRING (105.8367231 21.0107386, 105.8368691 21.0108009)"
98024920,1497961292,0,947077275,secondary,Phố Phạm Ngọc Thạch,False,True,23.730227303791736,4,,,,,,,"LINESTRING (105.8367231 21.0107386, 105.8365444 21.0106055)"
98025725,1497961284,0,29313247,tertiary,Phố Đào Duy Anh,False,False,19.12993573822852,2,,50,,,,,"LINESTRING (105.8389618 21.0080247, 105.8391407 21.0079834)"
98025725,6601256789,0,29313247,tertiary,Phố Đào Duy Anh,False,True,12.123556753092744,2,,50,,,,,"LINESTRING (105.8389618 21.0080247, 105.8388719 21.0080943)"
98025725,11291069042,0,601867552,service,,False,False,18.834479560682897,,,,,,,,"LINESTRING (105.8389618 21.0080247, 105.8390776 21.0081551)"
98025725,10131967267,0,719345489,service,,False,True,7.365956542124168,,,,,,,,"LINESTRING (105.8389618 21.0080247, 105.8389402 21.0079616)"
98025729,6601256793,0,25953552,tertiary,Phố Hoàng Tích Trí,False,False,10.196826314109735,2,,,,,,,"LINESTRING (105.837589 21.009484, 105.8376584 21.0095489)"
98025729,6601256791,0,29313247,tertiary,Phố Đào Duy Anh,False,False,10.006660721202804,2,,50,,,,,"LINESTRING (105.837589 21.009484, 105.8376464 21.0094117)"
98025729,6601256792,0,156006452,tertiary,Phố Đào Duy Anh,False,False,9.238576425439618,2,,50,,,,,"LINESTRING (105.837589 21.009484, 105.8375337 21.0095491)"
98025729,10131967270,0,1215943718,tertiary,Phố Hoàng Tích Trí,True,False,11.233071241771972,,,,,,,,"LINESTRING (105.837589 21.009484, 105.8375082 21.0094168)"
98025734,8259963784,0,156006452,tertiary,Phố Đào Duy Anh,False,False,20.17826418974735,2,,50,,,,,"LINESTRING (105.8367617 21.0103746, 105.8366341 21.0105115)"
98025734,5716457472,0,156006452,tertiary,Phố Đào Duy Anh,False,True,21.21675539132105,2,,50,,,,,"LINESTRING (105.8367617 21.0103746, 105.8368958 21.0102306)"
98025734,10131967213,0,1107305089,footway,,False,False,6.488944566729272,,,,,,,,"LINESTRING (105.8367617 21.0103746, 105.8368109 21.0104106)"
98025734,10131967204,0,1107305089,footway,,False,True,8.68688142512964,,,,,,,,"LINESTRING (105.8367617 21.0103746, 105.8367047 21.0103174)"
98025738,8274491033,0,1216159883,residential,Ngõ 21 Phạm Ngọc Thạch,False,False,10.917890835414488,,,,,,,,"LINESTRING (105.835844 21.0100165, 105.8359098 21.0099399)"
98025738,6684722073,0,1216159884,secondary,Phố Phạm Ngọc Thạch,False,True,60.63189284946897,4,,,,,,,"LINESTRING (105.835844 21.0100165, 105.835409 21.0096526)"
98025738,12882537794,0,1391732619,secondary,Phố Phạm Ngọc Thạch,True,False,15.804721315501215,2,,50,,,,,"LINESTRING (105.835844 21.0100165, 105.8359808 21.0100789)"
98026475,9582203386,0,702927012,secondary,Phố Phạm Ngọc Thạch,True,False,48.26999621865257,2,,,,,,,"LINESTRING (105.8316381 21.0064882, 105.8319964 21.0067649)"
98026475,6677338241,0,1185723922,secondary_link,,False,True,15.916028426277661,,,,,,,,"LINESTRING (105.8316381 21.0064882, 105.8315376 21.0065963)"
98027287,98027289,0,702927010,tertiary,Phố Đông Tác,False,False,6.825683727037562,2,,,,,,,"LINESTRING (105.8322644 21.0058426, 105.8321987 21.0058451)"
98027287,10130376638,0,702927010,tertiary,Phố Đông Tác,False,True,9.083415916206937,2,,,,,,,"LINESTRING (105.8322644 21.0058426, 105.8323519 21.0058434)"
98027287,10130376633,0,1330515506,service,Ngõ 43 Đông Tác,False,True,13.170228048630443,,,,,,,,"LINESTRING (105.8322644 21.0058426, 105.8323492 21.0057545)"
98027289,10130376632,0,596739917,service,,False,False,9.174334991997465,,,,,,,,"LINESTRING (105.8321987 21.0058451, 105.8321743 21.0057658)"
98027289,98027291,0,702927010,tertiary,Phố Đông Tác,False,False,87.23327382265985,2,,,,,,,"LINESTRING (105.8321987 21.0058451, 105.8313959 21.006077)"
98027289,98027287,0,702927010,tertiary,Phố Đông Tác,False,True,6.825683727037562,2,,,,,,,"LINESTRING (105.8321987 21.0058451, 105.8322644 21.0058426)"
98027291,98027289,0,702927010,tertiary,Phố Đông Tác,False,True,87.23327382265985,2,,,,,,,"LINESTRING (105.8313959 21.006077, 105.8321987 21.0058451)"
98027291,5683792674,0,710365053,tertiary,Phố Đông Tác,False,False,6.27962040519753,3,,,,,,,"LINESTRING (105.8313959 21.006077, 105.8313438 21.0061057)"
98027291,8274491049,0,1107122311,footway,,False,False,11.144371262943922,,,,,,,,"LINESTRING (105.8313959 21.006077, 105.831434 21.0061707)"
98027291,10130376626,0,1107122311,footway,,False,True,10.402635725322984,,,,,,,,"LINESTRING (105.8313959 21.006077, 105.8313613 21.0059892)"
98027700,10130548019,0,179995741,service,,False,False,7.783908752290833,,,,,,,,"LINESTRING (105.830539 21.0046831, 105.830612 21.0046671)"
98027700,6677555785,0,1395144950,secondary,Phố Tôn Thất Tùng,False,False,30.097949098957262,2,,,,,,,"LINESTRING (105.830539 21.0046831, 105.83063 21.0049401)"
98027700,1904395864,0,1395144950,secondary,Phố Tôn Thất Tùng,False,True,30.75370052637037,2,,,,,,,"LINESTRING (105.830539 21.0046831, 105.8304416 21.0044219)"
104780979,5716457464,0,816208527,residential,Ngõ 4 Phương Mai,False,False,19.667904998457747,2,,,,,,,"LINESTRING (105.8387295 21.0063463, 105.8387531 21.0065218)"
104780979,5716457441,0,816208527,residential,Ngõ 4 Phương Mai,False,True,12.989800511647012,2,,,,,,,"LINESTRING (105.8387295 21.0063463, 105.8387147 21.0062303)"
104780979,1497969881,0,1290403396,service,Ngõ 38 Phương Mai,False,False,79.81270406071296,,,,,alley,,,"LINESTRING (105.8387295 21.0063463, 105.8379659 21.0064302)"
104782499,10130376710,0,11707160,service,,False,True,4.383461561267988,,,,,,,,"LINESTRING (105.8344107 21.0029956, 105.8344007 21.0030339)"
104782499,1497969864,0,180082694,residential,Phố Phương Mai,False,False,83.34593863412576,,,,,,,,"LINESTRING (105.8344107 21.0029956, 105.8351851 21.0031935)"
104782499,5674267226,0,1199330580,residential,Ngõ 167 Phố Phương Mai,False,False,25.636186470293367,,,,,,,,"LINESTRING (105.8344107 21.0029956, 105.8344746 21.0027729)"
104782500,1497969864,0,180082694,residential,Phố Phương Mai,False,True,92.79432016145095,,,,,,,,"LINESTRING (105.8360473 21.0034138, 105.8351851 21.0031935)"
104782500,5721823832,0,617351094,tertiary,Phố Lương Định Của,False,True,19.498310113742107,,,,,,,,"LINESTRING (105.8360473 21.0034138, 105.8360592 21.0032388)"
104782500,10130399575,0,838425492,tertiary,Phố Phương Mai,False,False,6.847675030929753,,,,,,,,"LINESTRING (105.8360473 21.0034138, 105.836111 21.0034298)"
104782500,10130376713,0,838425493,tertiary,Phố Lương Định Của,False,False,9.575707192132402,,,,,,,,"LINESTRING (105.8360473 21.0034138, 105.8360231 21.0034969)"
104782501,10130399535,0,683871828,service,Ngõ 8 Phương Mai,False,True,4.72886461932939,,,,,,,,"LINESTRING (105.8378106 21.0038709, 105.8377985 21.0039119)"
104782501,4530855103,0,838425492,tertiary,Phố Phương Mai,False,False,55.10331116746894,,,,,,,,"LINESTRING (105.8378106 21.0038709, 105.8383215 21.0040054)"
104782501,2294884824,0,838425492,tertiary,Phố Phương Mai,False,True,32.6781472862689,,,,,,,,"LINESTRING (105.8378106 21.0038709, 105.8375076 21.0037912)"
104782503,10130399536,0,602362882,service,,False,False,4.570294799013056,,,,,alley,,,"LINESTRING (105.8385279 21.0040554, 105.8385198 21.0040958)"
104782503,6661252906,0,838425492,tertiary,Phố Phương Mai,False,False,6.923175502043669,,,,,,,,"LINESTRING (105.8385279 21.0040554, 105.8385931 21.0040685)"
104782503,4530855103,0,838425492,tertiary,Phố Phương Mai,False,True,22.13531241093074,,,,,,,,"LINESTRING (105.8385279 21.0040554, 105.8383215 21.0040054)"
104782505,10126309042,0,708920953,tertiary,Phố Phương Mai,False,False,2.534443575859233,,,,,,,,"LINESTRING (105.8411482 21.0041922, 105.8411726 21.0041914)"
104782505,5718888804,0,708920953,tertiary,Phố Phương Mai,False,True,7.987569184045106,,,,,,,,"LINESTRING (105.8411482 21.0041922, 105.8410713 21.0041947)"
104783040,1495022993,0,136258948,tertiary,Phố Lương Định Của,False,False,19.09453683705268,,,,,,,,"LINESTRING (105.8360583 21.0015565, 105.8362421 21.0015498)"
104783040,6687930409,0,617351094,tertiary,Phố Lương Định Của,False,False,13.480121768303434,,,,,,,,"LINESTRING (105.8360583 21.0015565, 105.8360523 21.0016776)"
104783040,1495022988,0,1416901380,residential,Ngõ 120 Đường Trường Chinh,False,True,9.03275365428678,,,,,,,,"LINESTRING (105.8360583 21.0015565, 105.8359904 21.0015057)"
104783042,10130376695,0,37862483,tertiary,Phố Đông Tác,False,False,10.08309589764641,2,,,,,,,"LINESTRING (105.8352445 21.0061472, 105.8351476 21.0061409)"
104783042,6684337010,0,675260240,tertiary,Phố Lương Định Của,False,False,12.13261372140366,2,,,,,,,"LINESTRING (105.8352445 21.0061472, 105.835346 21.0062013)"
104783042,6684337011,0,838425493,tertiary,Phố Lương Định Của,False,True,14.22826812034048,,,,,,,,"LINESTRING (105.8352445 21.0061472, 105.8352738 21.0060222)"
104783043,10130376668,0,164210282,service,Ngõ 9 Lương Định Của,False,False,5.053911245072263,,,,,,,,"LINESTRING (105.8356204 21.0064226, 105.8356556 21.006454)"
104783043,1497969880,0,675260240,tertiary,Phố Lương Định Của,False,True,12.709118289002717,2,,,,,,,"LINESTRING (105.8356204 21.0064226, 105.8355282 21.0063474)"
104783043,8259963787,0,1215943717,tertiary,Phố Lương Định Của,False,False,17.476210406588137,,,,,,,,"LINESTRING (105.8356204 21.0064226, 105.8355103 21.0065415)"
104783045,1497970357,0,37861980,secondary,Phố Phạm Ngọc Thạch,False,False,44.152931532714874,4,,,,,,,"LINESTRING (105.8338348 21.0083505, 105.8341507 21.0086164)"
104783045,6684374577,0,711031662,tertiary,Phố Lương Định Của,False,True,22.062571004531865,,,,,,,,"LINESTRING (105.8338348 21.0083505, 105.8339738 21.0082004)"
104783045,6684804424,0,945322274,secondary,Phố Phạm Ngọc Thạch,False,True,15.748917899191866,6,,,,,,,"LINESTRING (105.8338348 21.0083505, 105.83372 21.0082579)"
104839740,104839741,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,True,39.66150743815502,2,,,,,,,"LINESTRING (105.8307755 21.0110954, 105.831076 21.0113157)"
104839740,10130399629,0,1276334500,tertiary,Phố Đặng Văn Ngữ,False,False,13.852739127397333,2,,,,,,,"LINESTRING (105.8307755 21.0110954, 105.8307524 21.0109727)"
104839741,104839740,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,False,39.66150743815502,2,,,,,,,"LINESTRING (105.831076 21.0113157, 105.8307755 21.0110954)"
104839741,10090093643,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,True,4.589586881837394,2,,,,,,,"LINESTRING (105.831076 21.0113157, 105.8311111 21.0113408)"
283128685,10130376638,0,702927010,tertiary,Phố Đông Tác,False,False,19.389778876164566,2,,,,,,,"LINESTRING (105.8325348 21.0058788, 105.8323519 21.0058434)"
283128685,6684287969,0,711021337,tertiary,Phố Đông Tác,False,True,19.40478846485462,2,yes,,,,,,"LINESTRING (105.8325348 21.0058788, 105.8327195 21.0059057)"
283128685,8274491061,0,711021338,service,Ngõ 103 Phạm Ngọc Thạch,False,False,9.499653908584543,,,,,alley,,,"LINESTRING (105.8325348 21.0058788, 105.8325246 21.0059637)"
283136365,8277275673,0,711117253,service,Ngõ 62 Phố Đặng Văn Ngữ,False,True,25.27123261800174,,,,,,,,"LINESTRING (105.8344207 21.0128613, 105.8342637 21.013035)"
283136366,8277275673,0,711117253,service,Ngõ 62 Phố Đặng Văn Ngữ,False,False,69.44231135850491,,,,,,,,"LINESTRING (105.8338457 21.0135226, 105.8342637 21.013035)"
283136366,283136369,0,949108818,residential,Phố Đặng Văn Ngữ,False,True,119.90166790798472,,,,,,,,"LINESTRING (105.8338457 21.0135226, 105.8329637 21.0128263)"
283136369,283136366,0,949108818,residential,Phố Đặng Văn Ngữ,False,False,119.90166790798472,,,,,,,,"LINESTRING (105.8329637 21.0128263, 105.8338457 21.0135226)"
283136369,10130569885,0,949108818,residential,Phố Đặng Văn Ngữ,False,True,40.68479332670561,,,,,,,,"LINESTRING (105.8329637 21.0128263, 105.832664 21.0125905)"
283136369,10130399592,0,1136683935,service,Ngõ 6 Đặng Văn Ngữ,False,False,8.295156754773913,,,,,,,,"LINESTRING (105.8329637 21.0128263, 105.8330171 21.0127708)"
283136429,10130399704,0,707157542,tertiary,Phố Nam Đồng,False,True,10.83193039022275,2,,50,,,,,"LINESTRING (105.8324889 21.0126973, 105.8325301 21.0127868)"
283136429,10130399709,0,839668470,tertiary_link,,False,False,14.479564270995558,,,,,,,,"LINESTRING (105.8324889 21.0126973, 105.8325861 21.0126039)"
283136429,10979735803,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,False,5.780843911820834,2,,,,,,,"LINESTRING (105.8324889 21.0126973, 105.832467 21.0126495)"
283137293,10090093645,0,949108818,residential,Phố Đặng Văn Ngữ,False,False,18.63312446729198,,,,,,,,"LINESTRING (105.83229 21.012374, 105.8324604 21.0124267)"
283137293,11200046204,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,False,16.735927408657812,2,,,,,,,"LINESTRING (105.83229 21.012374, 105.8321817 21.0122625)"
283137293,10130569871,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,True,14.216624930857986,2,,,,,,,"LINESTRING (105.83229 21.012374, 105.8323737 21.0124752)"
283137352,8329563310,0,25953589,residential,Ngõ 4D Đặng Văn Ngữ,False,False,32.98447635953783,,,,,,,,"LINESTRING (105.8329664 21.0105372, 105.8327554 21.010759)"
283137352,1904398547,0,179996746,residential,Ngõ 4B Phố Đặng Văn Ngữ,False,False,118.8784098053695,,,,,,,,"LINESTRING (105.8329664 21.0105372, 105.8321006 21.0098374)"
283137352,1904398541,0,179996746,residential,Ngõ 4B Phố Đặng Văn Ngữ,False,True,34.20863915758507,,,,,,,,"LINESTRING (105.8329664 21.0105372, 105.8332158 21.0107383)"
283137360,13042459098,0,25953590,residential,,False,False,15.913908226751808,,,,,,,,"LINESTRING (105.8292118 21.0112756, 105.8290769 21.0113436)"
283137360,13042459095,0,25953590,residential,,False,True,4.645249791907082,,,,,,,,"LINESTRING (105.8292118 21.0112756, 105.8292516 21.0112565)"
283137361,1753888594,0,25953590,residential,,False,False,34.29303729146753,,,,,,,,"LINESTRING (105.828461 21.0116755, 105.8282054 21.0118709)"
283137361,11849697355,0,25953590,residential,,False,True,13.76085714757836,,,,,,,,"LINESTRING (105.828461 21.0116755, 105.8285744 21.0116114)"
283137361,9580276178,0,1040487551,service,,False,False,64.66018033805986,,,,,alley,,,"LINESTRING (105.828461 21.0116755, 105.8287519 21.0121897)"
283137361,9580276177,0,1040487551,service,,False,True,5.508766515333212,,,,,alley,,,"LINESTRING (105.828461 21.0116755, 105.8284221 21.0116418)"
283137460,5710309832,0,25953591,residential,Ngõ 119 Hồ Đắc Di,False,False,28.93729590553218,,,,,,,,"LINESTRING (105.8275429 21.010155, 105.8276719 21.0103857)"
283137460,5710309834,0,25953591,residential,Ngõ 119 Hồ Đắc Di,False,True,16.85482249153803,,,,,,,,"LINESTRING (105.8275429 21.010155, 105.8276827 21.0100779)"
283137533,283137534,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,False,3.307775222863446,,,,,,,,"LINESTRING (105.8277266 21.0111623, 105.8277284 21.0111326)"
283137533,9580276175,0,38028943,residential,Ngõ 119 Hồ Đắc Di,False,True,36.70975703413481,,,,,,,,"LINESTRING (105.8277266 21.0111623, 105.8278879 21.0114561)"
283137533,12222026362,0,1293833786,service,Ngách 48/119 Hồ Đắc Di,False,True,5.844366541098357,,,,,alley,,,"LINESTRING (105.8277266 21.0111623, 105.8276764 21.0111385)"
283137534,11849697341,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,False,10.043500343614701,,,,,,,,"LINESTRING (105.8277284 21.0111326, 105.8277727 21.0110523)"
283137534,283137533,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,True,3.307775222863446,,,,,,,,"LINESTRING (105.8277284 21.0111326, 105.8277266 21.0111623)"
283137535,283137536,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,False,8.404336648791665,,,,,,,,"LINESTRING (105.8278042 21.0109952, 105.8278471 21.0109311)"
283137535,11849697341,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,True,7.141720087187518,,,,,,,,"LINESTRING (105.8278042 21.0109952, 105.8277727 21.0110523)"
283137536,283137537,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,False,12.210848299426774,,,,,,,,"LINESTRING (105.8278471 21.0109311, 105.8279393 21.0108629)"
283137536,283137535,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,True,8.404336648791665,,,,,,,,"LINESTRING (105.8278471 21.0109311, 105.8278042 21.0109952)"
283137537,5710297015,0,25953591,residential,Ngõ 119 Hồ Đắc Di,False,True,50.67359901091399,,,,,,,,"LINESTRING (105.8279393 21.0108629, 105.8277159 21.0104577)"
283137537,283137536,0,25953593,residential,Ngõ 119 Hồ Đắc Di,False,True,12.210848299426774,,,,,,,,"LINESTRING (105.8279393 21.0108629, 105.8278471 21.0109311)"
283137537,5710678264,0,1416437459,residential,Ngõ 119 Hồ Đắc Di,False,True,26.580773695868935,,,,,,,,"LINESTRING (105.8279393 21.0108629, 105.8281555 21.0107348)"
283137739,5710297029,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,False,40.653691853399074,,,,,,,,"LINESTRING (105.8277324 21.0094598, 105.8273767 21.0096128)"
283137739,11849697353,0,683856340,service,,False,True,57.95525317991053,,,,,,,,"LINESTRING (105.8277324 21.0094598, 105.8274709 21.0089993)"
283137740,5710297017,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,False,40.17925781885269,,,,,,,,"LINESTRING (105.8268471 21.0098562, 105.8264992 21.0100146)"
283137740,7712503996,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,True,55.144201219361136,,,,,,,,"LINESTRING (105.8268471 21.0098562, 105.8273231 21.009636)"
283137740,5710297018,0,600550049,service,Ngách 167/37 Phố Tây Sơn,False,False,90.61305786819622,,,,,,,,"LINESTRING (105.8268471 21.0098562, 105.8272216 21.0105923)"
283137741,283137742,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,False,21.919737229550993,,,,,,,,"LINESTRING (105.8259306 21.0102741, 105.8257409 21.0103607)"
283137741,11951245603,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,True,35.87015056809004,,,,,,,,"LINESTRING (105.8259306 21.0102741, 105.8262413 21.0101329)"
283137742,11958083279,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,False,56.206740043966974,,,,,,,,"LINESTRING (105.8257409 21.0103607, 105.825249 21.010572)"
283137742,283137741,0,25953597,service,Ngõ 167 Phố Tây Sơn,False,True,21.919737229550993,,,,,,,,"LINESTRING (105.8257409 21.0103607, 105.8259306 21.0102741)"
283137742,8132877678,0,873319457,path,Ngách 15 / Ngách 25,False,True,38.61317085206869,,,,,,,,"LINESTRING (105.8257409 21.0103607, 105.8258993 21.0106749)"
283137982,10130399588,0,25953589,residential,Ngõ 4D Đặng Văn Ngữ,False,True,10.317782712977234,,,,,,,,"LINESTRING (105.8317114 21.011869, 105.8317775 21.0117997)"
283137982,10090093643,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,False,85.62933365090011,2,,,,,,,"LINESTRING (105.8317114 21.011869, 105.8311111 21.0113408)"
283137982,2291066236,0,1276334499,tertiary,Phố Đặng Văn Ngữ,False,True,24.974364740577666,2,,,,,,,"LINESTRING (105.8317114 21.011869, 105.8318934 21.0120159)"
283138163,1494035427,0,1204912790,primary,Phố Tây Sơn,True,False,89.77400842995361,4,,,,,,,"LINESTRING (105.8228783 21.006011, 105.8231971 21.0067615)"
319490596,8274491029,0,180082705,service,Ngõ 97 Phạm Ngọc Thạch,False,True,4.2671107101714,,,,,alley,,,"LINESTRING (105.8330153 21.0075831, 105.8330412 21.0075533)"
319490596,9582227633,0,1185723926,secondary,Phố Phạm Ngọc Thạch,True,False,34.38764292046133,2,,,,,,,"LINESTRING (105.8330153 21.0075831, 105.8332639 21.0077875)"
319490598,10130399619,0,29046492,tertiary,Phố Đặng Văn Ngữ,False,False,11.322874840275297,2,,,,,,,"LINESTRING (105.8316582 21.008788, 105.8317019 21.0086947)"
319490598,5710482866,0,29046492,tertiary,Phố Đặng Văn Ngữ,False,True,15.427096160464771,2,,,,,,,"LINESTRING (105.8316582 21.008788, 105.8316035 21.008917)"
319490598,10130399639,0,179996748,residential,Ngõ 4A Phố Đặng Văn Ngữ,False,True,5.20655872558239,,,,,,,,"LINESTRING (105.8316582 21.008788, 105.8317051 21.0088046)"
319490620,8000825510,0,29046496,residential,Ngõ 46C Phạm Ngọc Thạch,False,True,28.400048117692027,,,,,,,,"LINESTRING (105.8331474 21.0096613, 105.83333 21.0094711)"
319490620,1904398535,0,179996748,residential,Ngõ 4A Phố Đặng Văn Ngữ,False,False,97.67596233264311,,,,,,,,"LINESTRING (105.8331474 21.0096613, 105.8324531 21.0090684)"
319490620,8000825500,0,179996748,residential,Ngõ 4A Phố Đặng Văn Ngữ,False,True,37.55077169108243,,,,,,,,"LINESTRING (105.8331474 21.0096613, 105.8334184 21.009885)"
324286196,8274491091,0,37862471,service,,False,False,4.902122381709106,,,,,alley,,,"LINESTRING (105.8348649 21.0072345, 105.8348351 21.0072003)"
324286196,9439560235,0,711031662,tertiary,Phố Lương Định Của,False,False,29.72599782064415,,,,,,,,"LINESTRING (105.8348649 21.0072345, 105.8346797 21.0074384)"
324286196,1905157898,0,1215943717,tertiary,Phố Lương Định Của,False,True,32.439678040367575,,,,,,,,"LINESTRING (105.8348649 21.0072345, 105.8350694 21.0070139)"
420524322,91718189,0,35978173,primary,Cầu vượt Ngã Tư Sở,True,False,60.588089670963825,2,yes,,,,,,"LINESTRING (105.8208098 21.0035042, 105.821264 21.0038464)"
428673758,5709906182,0,711064567,primary,Phố Xã Đàn,True,False,26.362577156797627,4,,60,,,,,"LINESTRING (105.8370646 21.0109782, 105.8372067 21.0107817)"
436170722,12973445912,0,37370971,primary,Đường Giải Phóng,True,False,87.23884362463167,4,,,,,,,"LINESTRING (105.8412431 21.0041897, 105.841233 21.0034052)"
436170722,10126309042,0,708920953,tertiary,Phố Phương Mai,False,True,7.320808956762314,,,,,,,,"LINESTRING (105.8412431 21.0041897, 105.8411726 21.0041914)"
442594924,8173724028,0,35978173,primary,Cầu vượt Ngã Tư Sở,True,False,13.882393822663614,2,yes,,,,,,"LINESTRING (105.8215542 21.0040797, 105.8216541 21.0041627)"
443766296,1755146759,0,947077276,primary,Phố Xã Đàn,True,False,9.610362102315241,2,,,,,,,"LINESTRING (105.8412097 21.007575, 105.8413008 21.0075596)"
443789363,11072898507,0,180082254,service,,False,False,14.279028905948662,,,,,,,,"LINESTRING (105.8409738 21.0005633, 105.840968 21.000435)"
443789363,5689358177,0,180082254,service,,False,True,113.35644830769975,,,,,,,,"LINESTRING (105.8409738 21.0005633, 105.8410019 21.0015824)"
443789363,2499827516,0,242518348,service,,False,False,47.628150929217014,,,,,,,,"LINESTRING (105.8409738 21.0005633, 105.8405152 21.0005761)"
444224890,1905157901,0,702927011,secondary,Phố Phạm Ngọc Thạch,True,False,4.01049383390762,2,yes,,,,,,"LINESTRING (105.8322406 21.0069596, 105.83227 21.006983)"
444232546,8167688764,0,37862483,tertiary,Phố Đông Tác,False,False,25.725456525388612,2,,,,,,,"LINESTRING (105.8338321 21.0058685, 105.8335843 21.0058717)"
444232546,7635460151,0,37862483,tertiary,Phố Đông Tác,False,True,22.808799597054744,2,,,,,,,"LINESTRING (105.8338321 21.0058685, 105.8340457 21.0059166)"
444232548,8274491091,0,37862471,service,,False,True,84.40218679236612,,,,,alley,,,"LINESTRING (105.8342326 21.0066906, 105.8348351 21.0072003)"
444232548,444232554,0,37862473,service,Ngách 97/63 Phạm Ngọc Thạch,False,True,26.881233817133975,,,,,alley,,,"LINESTRING (105.8342326 21.0066906, 105.8340624 21.0068728)"
444232548,11834823144,0,1274605993,service,Ngõ 97 Phạm Ngọc Thạch,False,False,4.083517250250227,,,,,alley,,,"LINESTRING (105.8342326 21.0066906, 105.8342032 21.0066662)"
444232549,444232550,0,1274605993,service,Ngõ 97 Phạm Ngọc Thạch,False,False,8.713224467035364,,,,,alley,,,"LINESTRING (105.8338469 21.0063772, 105.8337718 21.0063422)"
444232549,1905157889,0,1274605993,service,Ngõ 97 Phạm Ngọc Thạch,False,True,20.075377050175938,,,,,alley,,,"LINESTRING (105.8338469 21.0063772, 105.8339929 21.0064956)"
444232550,11834823141,0,1274605993,service,Ngõ 97 Phạm Ngọc Thạch,False,False,5.7094317385501885,,,,,alley,,,"LINESTRING (105.8337718 21.0063422, 105.8337184 21.0063299)"
444232550,444232549,0,1274605993,service,Ngõ 97 Phạm Ngọc Thạch,False,True,8.713224467035364,,,,,alley,,,"LINESTRING (105.8337718 21.0063422, 105.8338469 21.0063772)"
