id,u,v,length,name,geometry
0,0,3080,11.29011210791795,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8251515 21.010617, 105.825249 21.010572)"
1,0,2258,18.37154177491036,Phố Tây Sơn,"LINESTRING (105.8251515 21.010617, 105.8252306 21.0107648)"
2,1,1774,26.33528180634484,,"LINESTRING (105.82426 21.0088234, 105.8245019 21.0088948)"
3,1,2974,14.781613106897831,Phố Tây Sơn,"LINESTRING (105.82426 21.0088234, 105.8243268 21.0089408)"
4,2,1166,14.606974419711358,Cầu vượt Ngã Tư Sở,"LINESTRING (105.8220087 21.0045074, 105.8220934 21.0046123)"
5,3,59,39.75521568115067,Cầu vượt Ngã Tư Sở,"LINESTRING (105.821264 21.0038464, 105.8215542 21.0040797)"
6,4,1170,17.38389662021162,Hầm chui Kim Liên,"LINESTRING (105.8380906 21.0096135, 105.8382126 21.0095064)"
7,4,169,17.913213344599388,Phố Xã Đàn,"LINESTRING (105.8380906 21.0096135, 105.8381595 21.0094658)"
8,5,6,49.45168725526116,Hầm chui Kim Liên,"LINESTRING (105.8387044 21.0089992, 105.8390501 21.0086932)"
9,6,7,39.363691926786615,Hầm chui Kim Liên,"LINESTRING (105.8390501 21.0086932, 105.839323 21.0084474)"
10,7,168,36.80337496261895,Hầm chui Kim Liên,"LINESTRING (105.839323 21.0084474, 105.8396046 21.0082463)"
11,8,1023,46.52362909916156,Hầm chui Kim Liên,"LINESTRING (105.8406131 21.0077543, 105.8410507 21.0076639)"
12,9,1145,13.381280542400011,Ngõ 6 Phạm Ngọc Thạch,"LINESTRING (105.8367231 21.0107386, 105.8366326 21.0108243)"
13,9,861,16.663334031103307,Phố Phạm Ngọc Thạch,"LINESTRING (105.8367231 21.0107386, 105.8368691 21.0108009)"
14,9,128,23.730227303791736,Phố Phạm Ngọc Thạch,"LINESTRING (105.8367231 21.0107386, 105.8365444 21.0106055)"
15,10,126,19.12993573822852,Phố Đào Duy Anh,"LINESTRING (105.8389618 21.0080247, 105.8391407 21.0079834)"
16,10,768,12.123556753092744,Phố Đào Duy Anh,"LINESTRING (105.8389618 21.0080247, 105.8388719 21.0080943)"
17,10,2737,18.834479560682897,,"LINESTRING (105.8389618 21.0080247, 105.8390776 21.0081551)"
18,10,2347,7.365956542124168,,"LINESTRING (105.8389618 21.0080247, 105.8389402 21.0079616)"
19,11,771,10.196826314109735,Phố Hoàng Tích Trí,"LINESTRING (105.837589 21.009484, 105.8376584 21.0095489)"
20,11,769,10.006660721202804,Phố Đào Duy Anh,"LINESTRING (105.837589 21.009484, 105.8376464 21.0094117)"
21,11,770,9.238576425439618,Phố Đào Duy Anh,"LINESTRING (105.837589 21.009484, 105.8375337 21.0095491)"
22,11,2350,11.233071241771972,Phố Hoàng Tích Trí,"LINESTRING (105.837589 21.009484, 105.8375082 21.0094168)"
23,12,1178,20.17826418974735,Phố Đào Duy Anh,"LINESTRING (105.8367617 21.0103746, 105.8366341 21.0105115)"
24,12,669,21.21675539132105,Phố Đào Duy Anh,"LINESTRING (105.8367617 21.0103746, 105.8368958 21.0102306)"
25,12,2299,6.488944566729272,,"LINESTRING (105.8367617 21.0103746, 105.8368109 21.0104106)"
26,12,2292,8.68688142512964,,"LINESTRING (105.8367617 21.0103746, 105.8367047 21.0103174)"
27,13,1203,10.917890835414488,Ngõ 21 Phạm Ngọc Thạch,"LINESTRING (105.835844 21.0100165, 105.8359098 21.0099399)"
28,13,848,60.63189284946897,Phố Phạm Ngọc Thạch,"LINESTRING (105.835844 21.0100165, 105.835409 21.0096526)"
29,13,3442,15.804721315501215,Phố Phạm Ngọc Thạch,"LINESTRING (105.835844 21.0100165, 105.8359808 21.0100789)"
30,14,1705,48.26999621865257,Phố Phạm Ngọc Thạch,"LINESTRING (105.8316381 21.0064882, 105.8319964 21.0067649)"
31,14,817,15.91602842627766,,"LINESTRING (105.8316381 21.0064882, 105.8315376 21.0065963)"
32,15,16,6.825683727037562,Phố Đông Tác,"LINESTRING (105.8322644 21.0058426, 105.8321987 21.0058451)"
33,15,1849,9.083415916206937,Phố Đông Tác,"LINESTRING (105.8322644 21.0058426, 105.8323519 21.0058434)"
34,15,1844,13.170228048630443,Ngõ 43 Đông Tác,"LINESTRING (105.8322644 21.0058426, 105.8323492 21.0057545)"
35,16,1843,9.174334991997464,,"LINESTRING (105.8321987 21.0058451, 105.8321743 21.0057658)"
36,16,17,87.23327382265985,Phố Đông Tác,"LINESTRING (105.8321987 21.0058451, 105.8313959 21.006077)"
37,16,15,6.825683727037562,Phố Đông Tác,"LINESTRING (105.8321987 21.0058451, 105.8322644 21.0058426)"
38,17,16,87.23327382265985,Phố Đông Tác,"LINESTRING (105.8313959 21.006077, 105.8321987 21.0058451)"
39,17,442,6.27962040519753,Phố Đông Tác,"LINESTRING (105.8313959 21.006077, 105.8313438 21.0061057)"
40,17,1215,11.144371262943922,,"LINESTRING (105.8313959 21.006077, 105.831434 21.0061707)"
41,17,1837,10.402635725322984,,"LINESTRING (105.8313959 21.006077, 105.8313613 21.0059892)"
42,18,2154,7.783908752290833,,"LINESTRING (105.830539 21.0046831, 105.830612 21.0046671)"
43,18,823,30.097949098957265,Phố Tôn Thất Tùng,"LINESTRING (105.830539 21.0046831, 105.83063 21.0049401)"
44,18,193,30.75370052637037,Phố Tôn Thất Tùng,"LINESTRING (105.830539 21.0046831, 105.8304416 21.0044219)"
45,19,664,19.667904998457747,Ngõ 4 Phương Mai,"LINESTRING (105.8387295 21.0063463, 105.8387531 21.0065218)"
46,19,657,12.989800511647012,Ngõ 4 Phương Mai,"LINESTRING (105.8387295 21.0063463, 105.8387147 21.0062303)"
47,19,158,79.81270406071296,Ngõ 38 Phương Mai,"LINESTRING (105.8387295 21.0063463, 105.8379659 21.0064302)"
48,20,1913,4.383461561267988,,"LINESTRING (105.8344107 21.0029956, 105.8344007 21.0030339)"
49,20,143,83.34593863412576,Phố Phương Mai,"LINESTRING (105.8344107 21.0029956, 105.8351851 21.0031935)"
50,20,406,25.636186470293367,Ngõ 167 Phố Phương Mai,"LINESTRING (105.8344107 21.0029956, 105.8344746 21.0027729)"
51,21,143,92.79432016145095,Phố Phương Mai,"LINESTRING (105.8360473 21.0034138, 105.8351851 21.0031935)"
52,21,706,19.498310113742107,Phố Lương Định Của,"LINESTRING (105.8360473 21.0034138, 105.8360592 21.0032388)"
53,21,1977,6.847675030929753,Phố Phương Mai,"LINESTRING (105.8360473 21.0034138, 105.836111 21.0034298)"
54,21,1916,9.575707192132402,Phố Lương Định Của,"LINESTRING (105.8360473 21.0034138, 105.8360231 21.0034969)"
55,22,1937,4.72886461932939,Ngõ 8 Phương Mai,"LINESTRING (105.8378106 21.0038709, 105.8377985 21.0039119)"
56,22,331,55.10331116746894,Phố Phương Mai,"LINESTRING (105.8378106 21.0038709, 105.8383215 21.0040054)"
57,22,309,32.6781472862689,Phố Phương Mai,"LINESTRING (105.8378106 21.0038709, 105.8375076 21.0037912)"
58,23,1938,4.570294799013056,,"LINESTRING (105.8385279 21.0040554, 105.8385198 21.0040958)"
59,23,804,6.923175502043669,Phố Phương Mai,"LINESTRING (105.8385279 21.0040554, 105.8385931 21.0040685)"
60,23,331,22.13531241093074,Phố Phương Mai,"LINESTRING (105.8385279 21.0040554, 105.8383215 21.0040054)"
61,24,1820,2.534443575859233,Phố Phương Mai,"LINESTRING (105.8411482 21.0041922, 105.8411726 21.0041914)"
62,24,688,7.987569184045106,Phố Phương Mai,"LINESTRING (105.8411482 21.0041922, 105.8410713 21.0041947)"
63,25,118,19.09453683705268,Phố Lương Định Của,"LINESTRING (105.8360583 21.0015565, 105.8362421 21.0015498)"
64,25,875,13.480121768303434,Phố Lương Định Của,"LINESTRING (105.8360583 21.0015565, 105.8360523 21.0016776)"
65,25,116,9.03275365428678,Ngõ 120 Đường Trường Chinh,"LINESTRING (105.8360583 21.0015565, 105.8359904 21.0015057)"
66,26,1898,10.08309589764641,Phố Đông Tác,"LINESTRING (105.8352445 21.0061472, 105.8351476 21.0061409)"
67,26,834,12.13261372140366,Phố Lương Định Của,"LINESTRING (105.8352445 21.0061472, 105.835346 21.0062013)"
68,26,835,14.22826812034048,Phố Lương Định Của,"LINESTRING (105.8352445 21.0061472, 105.8352738 21.0060222)"
69,27,1872,5.053911245072263,Ngõ 9 Lương Định Của,"LINESTRING (105.8356204 21.0064226, 105.8356556 21.006454)"
70,27,157,12.709118289002715,Phố Lương Định Của,"LINESTRING (105.8356204 21.0064226, 105.8355282 21.0063474)"
71,27,1180,17.476210406588137,Phố Lương Định Của,"LINESTRING (105.8356204 21.0064226, 105.8355103 21.0065415)"
72,28,160,44.15293153271488,Phố Phạm Ngọc Thạch,"LINESTRING (105.8338348 21.0083505, 105.8341507 21.0086164)"
73,28,838,22.062571004531865,Phố Lương Định Của,"LINESTRING (105.8338348 21.0083505, 105.8339738 21.0082004)"
74,28,852,15.748917899191866,Phố Phạm Ngọc Thạch,"LINESTRING (105.8338348 21.0083505, 105.83372 21.0082579)"
75,29,30,39.66150743815502,Phố Đặng Văn Ngữ,"LINESTRING (105.8307755 21.0110954, 105.831076 21.0113157)"
76,29,2009,13.852739127397331,Phố Đặng Văn Ngữ,"LINESTRING (105.8307755 21.0110954, 105.8307524 21.0109727)"
77,30,29,39.66150743815502,Phố Đặng Văn Ngữ,"LINESTRING (105.831076 21.0113157, 105.8307755 21.0110954)"
78,30,1771,4.589586881837394,Phố Đặng Văn Ngữ,"LINESTRING (105.831076 21.0113157, 105.8311111 21.0113408)"
79,31,1849,19.389778876164566,Phố Đông Tác,"LINESTRING (105.8325348 21.0058788, 105.8323519 21.0058434)"
80,31,829,19.40478846485462,Phố Đông Tác,"LINESTRING (105.8325348 21.0058788, 105.8327195 21.0059057)"
81,31,1222,9.499653908584545,Ngõ 103 Phạm Ngọc Thạch,"LINESTRING (105.8325348 21.0058788, 105.8325246 21.0059637)"
82,32,1299,25.27123261800174,Ngõ 62 Phố Đặng Văn Ngữ,"LINESTRING (105.8344207 21.0128613, 105.8342637 21.013035)"
83,33,1299,69.44231135850491,Ngõ 62 Phố Đặng Văn Ngữ,"LINESTRING (105.8338457 21.0135226, 105.8342637 21.013035)"
84,33,34,119.90166790798472,Phố Đặng Văn Ngữ,"LINESTRING (105.8338457 21.0135226, 105.8329637 21.0128263)"
85,34,33,119.90166790798472,Phố Đặng Văn Ngữ,"LINESTRING (105.8329637 21.0128263, 105.8338457 21.0135226)"
86,34,2235,40.68479332670561,Phố Đặng Văn Ngữ,"LINESTRING (105.8329637 21.0128263, 105.832664 21.0125905)"
87,34,1986,8.295156754773913,Ngõ 6 Đặng Văn Ngữ,"LINESTRING (105.8329637 21.0128263, 105.8330171 21.0127708)"
88,35,2077,10.83193039022275,Phố Nam Đồng,"LINESTRING (105.8324889 21.0126973, 105.8325301 21.0127868)"
89,35,2081,14.479564270995558,,"LINESTRING (105.8324889 21.0126973, 105.8325861 21.0126039)"
90,35,2514,5.780843911820834,Phố Đặng Văn Ngữ,"LINESTRING (105.8324889 21.0126973, 105.832467 21.0126495)"
91,36,1772,18.63312446729198,Phố Đặng Văn Ngữ,"LINESTRING (105.83229 21.012374, 105.8324604 21.0124267)"
92,36,2682,16.735927408657812,Phố Đặng Văn Ngữ,"LINESTRING (105.83229 21.012374, 105.8321817 21.0122625)"
93,36,2234,14.216624930857986,Phố Đặng Văn Ngữ,"LINESTRING (105.83229 21.012374, 105.8323737 21.0124752)"
94,37,1472,32.98447635953783,Ngõ 4D Đặng Văn Ngữ,"LINESTRING (105.8329664 21.0105372, 105.8327554 21.010759)"
95,37,203,118.8784098053695,Ngõ 4B Phố Đặng Văn Ngữ,"LINESTRING (105.8329664 21.0105372, 105.8321006 21.0098374)"
96,37,201,34.20863915758507,Ngõ 4B Phố Đặng Văn Ngữ,"LINESTRING (105.8329664 21.0105372, 105.8332158 21.0107383)"
97,38,3500,15.913908226751808,,"LINESTRING (105.8292118 21.0112756, 105.8290769 21.0113436)"
98,38,3497,4.645249791907082,,"LINESTRING (105.8292118 21.0112756, 105.8292516 21.0112565)"
99,39,166,34.29303729146753,,"LINESTRING (105.828461 21.0116755, 105.8282054 21.0118709)"
100,39,2909,13.76085714757836,,"LINESTRING (105.828461 21.0116755, 105.8285744 21.0116114)"
101,39,1679,64.66018033805986,,"LINESTRING (105.828461 21.0116755, 105.8287519 21.0121897)"
102,39,1678,5.508766515333212,,"LINESTRING (105.828461 21.0116755, 105.8284221 21.0116418)"
103,40,583,28.93729590553218,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8275429 21.010155, 105.8276719 21.0103857)"
104,40,584,16.85482249153803,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8275429 21.010155, 105.8276827 21.0100779)"
105,41,42,3.307775222863446,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8277266 21.0111623, 105.8277284 21.0111326)"
106,41,1677,36.70975703413481,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8277266 21.0111623, 105.8278879 21.0114561)"
107,41,3234,5.844366541098357,Ngách 48/119 Hồ Đắc Di,"LINESTRING (105.8277266 21.0111623, 105.8276764 21.0111385)"
108,42,2895,10.0435003436147,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8277284 21.0111326, 105.8277727 21.0110523)"
109,42,41,3.307775222863446,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8277284 21.0111326, 105.8277266 21.0111623)"
110,43,44,8.404336648791665,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8278042 21.0109952, 105.8278471 21.0109311)"
111,43,2895,7.141720087187518,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8278042 21.0109952, 105.8277727 21.0110523)"
112,44,45,12.210848299426774,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8278471 21.0109311, 105.8279393 21.0108629)"
113,44,43,8.404336648791665,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8278471 21.0109311, 105.8278042 21.0109952)"
114,45,571,50.67359901091399,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8279393 21.0108629, 105.8277159 21.0104577)"
115,45,44,12.210848299426774,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8279393 21.0108629, 105.8278471 21.0109311)"
116,45,611,26.58077369586893,Ngõ 119 Hồ Đắc Di,"LINESTRING (105.8279393 21.0108629, 105.8281555 21.0107348)"
117,46,581,40.653691853399074,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8277324 21.0094598, 105.8273767 21.0096128)"
118,46,2907,57.95525317991053,,"LINESTRING (105.8277324 21.0094598, 105.8274709 21.0089993)"
119,47,573,40.17925781885269,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8268471 21.0098562, 105.8264992 21.0100146)"
120,47,1011,55.144201219361136,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8268471 21.0098562, 105.8273231 21.009636)"
121,47,574,90.61305786819622,Ngách 167/37 Phố Tây Sơn,"LINESTRING (105.8268471 21.0098562, 105.8272216 21.0105923)"
122,48,49,21.919737229550996,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8259306 21.0102741, 105.8257409 21.0103607)"
123,48,2976,35.87015056809004,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8259306 21.0102741, 105.8262413 21.0101329)"
124,49,3080,56.206740043966974,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8257409 21.0103607, 105.825249 21.010572)"
125,49,48,21.919737229550996,Ngõ 167 Phố Tây Sơn,"LINESTRING (105.8257409 21.0103607, 105.8259306 21.0102741)"
126,49,1150,38.61317085206869,Ngách 15 / Ngách 25,"LINESTRING (105.8257409 21.0103607, 105.8258993 21.0106749)"
127,50,1982,10.317782712977234,Ngõ 4D Đặng Văn Ngữ,"LINESTRING (105.8317114 21.011869, 105.8317775 21.0117997)"
128,50,1771,85.62933365090011,Phố Đặng Văn Ngữ,"LINESTRING (105.8317114 21.011869, 105.8311111 21.0113408)"
129,50,290,24.974364740577663,Phố Đặng Văn Ngữ,"LINESTRING (105.8317114 21.011869, 105.8318934 21.0120159)"
130,51,90,89.77400842995361,Phố Tây Sơn,"LINESTRING (105.8228783 21.006011, 105.8231971 21.0067615)"
131,52,1199,4.2671107101714,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8330153 21.0075831, 105.8330412 21.0075533)"
132,52,1718,34.38764292046133,Phố Phạm Ngọc Thạch,"LINESTRING (105.8330153 21.0075831, 105.8332639 21.0077875)"
133,53,2003,11.322874840275295,Phố Đặng Văn Ngữ,"LINESTRING (105.8316582 21.008788, 105.8317019 21.0086947)"
134,53,594,15.427096160464773,Phố Đặng Văn Ngữ,"LINESTRING (105.8316582 21.008788, 105.8316035 21.008917)"
135,53,2018,5.20655872558239,Ngõ 4A Phố Đặng Văn Ngữ,"LINESTRING (105.8316582 21.008788, 105.8317051 21.0088046)"
136,54,1112,28.400048117692027,Ngõ 46C Phạm Ngọc Thạch,"LINESTRING (105.8331474 21.0096613, 105.83333 21.0094711)"
137,54,199,97.67596233264312,Ngõ 4A Phố Đặng Văn Ngữ,"LINESTRING (105.8331474 21.0096613, 105.8324531 21.0090684)"
138,54,1111,37.55077169108243,Ngõ 4A Phố Đặng Văn Ngữ,"LINESTRING (105.8331474 21.0096613, 105.8334184 21.009885)"
139,55,1246,4.902122381709106,,"LINESTRING (105.8348649 21.0072345, 105.8348351 21.0072003)"
140,55,1610,29.72599782064415,Phố Lương Định Của,"LINESTRING (105.8348649 21.0072345, 105.8346797 21.0074384)"
141,55,253,32.439678040367575,Phố Lương Định Của,"LINESTRING (105.8348649 21.0072345, 105.8350694 21.0070139)"
142,56,3,60.58808967096383,Cầu vượt Ngã Tư Sở,"LINESTRING (105.8208098 21.0035042, 105.821264 21.0038464)"
143,57,557,26.362577156797627,Phố Xã Đàn,"LINESTRING (105.8370646 21.0109782, 105.8372067 21.0107817)"
144,58,3468,87.23884362463167,Đường Giải Phóng,"LINESTRING (105.8412431 21.0041897, 105.841233 21.0034052)"
145,58,1820,7.320808956762314,Phố Phương Mai,"LINESTRING (105.8412431 21.0041897, 105.8411726 21.0041914)"
146,59,1165,13.882393822663614,Cầu vượt Ngã Tư Sở,"LINESTRING (105.8215542 21.0040797, 105.8216541 21.0041627)"
147,60,167,9.61036210231524,Phố Xã Đàn,"LINESTRING (105.8412097 21.007575, 105.8413008 21.0075596)"
148,61,2567,14.279028905948662,,"LINESTRING (105.8409738 21.0005633, 105.840968 21.000435)"
149,61,552,113.35644830769976,,"LINESTRING (105.8409738 21.0005633, 105.8410019 21.0015824)"
150,61,313,47.62815092921701,,"LINESTRING (105.8409738 21.0005633, 105.8405152 21.0005761)"
151,62,255,4.01049383390762,Phố Phạm Ngọc Thạch,"LINESTRING (105.8322406 21.0069596, 105.83227 21.006983)"
152,63,1162,25.72545652538861,Phố Đông Tác,"LINESTRING (105.8338321 21.0058685, 105.8335843 21.0058717)"
153,63,996,22.808799597054744,Phố Đông Tác,"LINESTRING (105.8338321 21.0058685, 105.8340457 21.0059166)"
154,64,1246,84.40218679236612,,"LINESTRING (105.8342326 21.0066906, 105.8348351 21.0072003)"
155,64,70,26.88123381713397,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8342326 21.0066906, 105.8340624 21.0068728)"
156,64,2884,4.083517250250227,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8342326 21.0066906, 105.8342032 21.0066662)"
157,65,66,8.713224467035364,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8338469 21.0063772, 105.8337718 21.0063422)"
158,65,245,20.075377050175938,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8338469 21.0063772, 105.8339929 21.0064956)"
159,66,2881,5.7094317385501885,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8337718 21.0063422, 105.8337184 21.0063299)"
160,66,65,8.713224467035364,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8337718 21.0063422, 105.8338469 21.0063772)"
161,67,2880,5.682214349557961,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.833654 21.0063287, 105.8336048 21.0063511)"
162,67,2881,6.686383272701855,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.833654 21.0063287, 105.8337184 21.0063299)"
163,68,3407,31.675629349361657,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8334 21.0065128, 105.8331715 21.006324)"
164,68,2880,27.843243545759396,Ngõ 97 Phạm Ngọc Thạch,"LINESTRING (105.8334 21.0065128, 105.8336048 21.0063511)"
165,69,2884,23.35119648310305,Ngõ 97 Phố Phạm Ngọc Thạch,"LINESTRING (105.8343504 21.0065074, 105.8342032 21.0066662)"
166,69,3103,0.5032621604299604,Ngõ 97 Phố Phạm Ngọc Thạch,"LINESTRING (105.8343504 21.0065074, 105.8343536 21.006504)"
167,69,242,33.579855263219955,,"LINESTRING (105.8343504 21.0065074, 105.8340488 21.0063982)"
168,70,64,26.88123381713397,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8340624 21.0068728, 105.8342326 21.0066906)"
169,70,3102,2.4725725067707223,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8340624 21.0068728, 105.8340676 21.0068945)"
170,70,71,63.47070777775034,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8340624 21.0068728, 105.8335969 21.0065027)"
171,71,70,63.47070777775034,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8335969 21.0065027, 105.8340624 21.0068728)"
172,72,3100,8.56882023030932,,"LINESTRING (105.8340084 21.006993, 105.8340602 21.006933)"
173,72,3101,1.5458943509036294,,"LINESTRING (105.8340084 21.006993, 105.8340161 21.0070049)"
174,73,3102,2.6580692809586943,Ngách 97/63 Phạm Ngọc Thạch,"LINESTRING (105.8340681 21.0069184, 105.8340676 21.0068945)"
175,73,3100,1.8188123309938404,,"LINESTRING (105.8340681 21.0069184, 105.8340602 21.006933)"
176,74,1244,5.494215647606166,Ngõ 8 Phố Lương Định Của,"LINESTRING (105.8344419 21.007695, 105.8344013 21.0076633)"
177,74,259,1.7173781531550447,Phố Lương Định Của,"LINESTRING (105.8344419 21.007695, 105.8344311 21.0077067)"
178,74,845,28.292406565570893,Phố Lương Định Của,"LINESTRING (105.8344419 21.007695, 105.8346205 21.0075028)"
179,75,3101,27.570782530718592,Ngõ 8 Phố Lương Định Của,"LINESTRING (105.8338348 21.0071861, 105.8340161 21.0070049)"
180,75,1244,79.20642008753329,Ngõ 8 Phố Lương Định Của,"LINESTRING (105.8338348 21.0071861, 105.8344013 21.0076633)"
181,76,1208,5.151519850315823,,"LINESTRING (105.8286267 21.0074656, 105.8286481 21.0075074)"
182,76,283,68.79769695744235,Phố Chùa Bộc,"LINESTRING (105.8286267 21.0074656, 105.8280274 21.0077298)"
183,77,785,25.08011111176872,Phố Chùa Bộc,"LINESTRING (105.8248463 21.0091472, 105.8246237 21.0092349)"
184,77,2969,23.20896651078537,,"LINESTRING (105.8248463 21.0091472, 105.8247896 21.0093491)"
185,78,182,17.55633819132266,Phố Phạm Ngọc Thạch,"LINESTRING (105.8311553 21.0063287, 105.8311035 21.0061784)"
186,78,792,14.546539191346854,Phố Chùa Bộc,"LINESTRING (105.8311553 21.0063287, 105.8310305 21.0063882)"
187,79,782,7.19134058695845,Phố Chùa Bộc,"LINESTRING (105.8272568 21.0080615, 105.8271943 21.0080894)"
188,80,2800,35.95560560213238,Phố Chùa Bộc,"LINESTRING (105.8306082 21.0065914, 105.8302978 21.0067349)"
189,80,1210,5.294139776304969,,"LINESTRING (105.8306082 21.0065914, 105.8306314 21.0066338)"
190,81,82,27.92804795995044,Ngõ 34 Phương Mai,"LINESTRING (105.8375751 21.0062207, 105.8375874 21.0064716)"
191,81,295,26.21105590329496,Ngõ 34 Phương Mai,"LINESTRING (105.8375751 21.0062207, 105.8375505 21.0059861)"
192,81,1616,37.86180656880148,,"LINESTRING (105.8375751 21.0062207, 105.837937 21.0061783)"
193,82,81,27.92804795995044,Ngõ 34 Phương Mai,"LINESTRING (105.8375874 21.0064716, 105.8375751 21.0062207)"
194,82,247,42.614540343799305,Ngõ 38 Phương Mai,"LINESTRING (105.8375874 21.0064716, 105.8371803 21.006521)"
195,82,158,39.5589838031075,Ngõ 38 Phương Mai,"LINESTRING (105.8375874 21.0064716, 105.8379659 21.0064302)"
196,83,533,9.731363923043522,,"LINESTRING (105.8411606 21.0016749, 105.8411588 21.0017624)"
197,84,1259,73.88530015423724,,"LINESTRING (105.835249 21.0079136, 105.8347184 21.0074707)"
198,84,1609,4.048373177542772,,"LINESTRING (105.835249 21.0079136, 105.835288 21.0079135)"
199,85,177,89.30461578589377,,"LINESTRING (105.8267871 21.0046693, 105.8260116 21.005017)"
200,86,2849,7.768209814091241,,"LINESTRING (105.8255933 21.0052113, 105.8256288 21.0052728)"
201,86,177,48.50009435062636,Phố Khương Thượng,"LINESTRING (105.8255933 21.0052113, 105.8260116 21.005017)"
202,86,425,14.07989445188872,Phố Khương Thượng,"LINESTRING (105.8255933 21.0052113, 105.8254724 21.0052687)"
203,87,427,106.03966736667228,Phố Khương Thượng,"LINESTRING (105.8235974 21.0061365, 105.8245142 21.0057159)"
204,87,88,22.964596800673505,Phố Khương Thượng,"LINESTRING (105.8235974 21.0061365, 105.8234419 21.0062834)"
205,88,87,22.964596800673505,Phố Khương Thượng,"LINESTRING (105.8234419 21.0062834, 105.8235974 21.0061365)"
206,88,1053,42.88147747347229,Phố Khương Thượng,"LINESTRING (105.8234419 21.0062834, 105.8232285 21.0066136)"
207,89,699,78.95345645053872,,"LINESTRING (105.8261513 21.0063568, 105.8268124 21.0060057)"
208,89,1124,53.18693703634269,,"LINESTRING (105.8261513 21.0063568, 105.8263667 21.0067908)"
209,89,986,62.9928128020312,,"LINESTRING (105.8261513 21.0063568, 105.8259125 21.005836)"
210,89,634,53.10774286387329,,"LINESTRING (105.8261513 21.0063568, 105.825695 21.0065728)"
211,90,629,133.30717198070198,Phố Tây Sơn,"LINESTRING (105.8231971 21.0067615, 105.8237318 21.0078515)"
212,90,1053,16.765648156258855,Phố Khương Thượng,"LINESTRING (105.8231971 21.0067615, 105.8232285 21.0066136)"
213,91,92,42.27592349001543,Đường Trường Chinh,"LINESTRING (105.8209319 21.0030372, 105.8205363 21.0031275)"
214,91,826,23.90583831725286,Đường Trường Chinh,"LINESTRING (105.8209319 21.0030372, 105.8207341 21.0031473)"
215,92,2838,17.999310834188293,Đường Trường Chinh,"LINESTRING (105.8205363 21.0031275, 105.8203673 21.0031637)"
216,93,1725,6.337254465959736,,"LINESTRING (105.8207108 21.0031869, 105.8206948 21.0032419)"
217,94,95,10.637321005801518,,"LINESTRING (105.8207165 21.0033001, 105.8207826 21.0033732)"
218,95,319,18.731513462107568,Phố Tây Sơn,"LINESTRING (105.8207826 21.0033732, 105.8209171 21.0034855)"
219,96,97,34.492562202280105,Phố Tây Sơn,"LINESTRING (105.8212909 21.0037795, 105.8215448 21.0039796)"
220,97,98,37.1904759074735,Phố Tây Sơn,"LINESTRING (105.8215448 21.0039796, 105.8218166 21.0041975)"
221,97,3482,10.6259828966871,Ngõ 317 Phố Tây Sơn,"LINESTRING (105.8215448 21.0039796, 105.8216212 21.003916)"
222,98,99,15.472757374693916,Phố Tây Sơn,"LINESTRING (105.8218166 21.0041975, 105.8219245 21.0042935)"
223,99,2726,18.121847542423566,Phố Tây Sơn,"LINESTRING (105.8219245 21.0042935, 105.8220448 21.0044116)"
224,100,1168,10.40979655204998,Phố Tây Sơn,"LINESTRING (105.8220767 21.0044497, 105.8221384 21.0045235)"
225,100,1087,7.349343175607348,,"LINESTRING (105.8220767 21.0044497, 105.8221344 21.0044114)"
