id,u,v,length,name,geometry
3889,1728,3273,14.078697600204592,Ngõ 41 Đông Tác,"LINESTRING (105.833703 21.0036487, 105.8337929 21.0037435)"
3890,1729,3296,12.393745211105896,Ngõ 41 Đông Tác,"LINESTRING (105.8336067 21.0037323, 105.8335152 21.0038039)"
3891,1729,1728,13.65086781507832,Ngõ 41 Đông Tác,"LINESTRING (105.8336067 21.0037323, 105.833703 21.0036487)"
3892,1730,1731,31.44626026420728,Ngõ 41 Đông Tác,"LINESTRING (105.8334793 21.0038319, 105.8332685 21.004035)"
3893,1730,3296,4.856099205861737,Ngõ 41 Đông Tác,"LINESTRING (105.8334793 21.0038319, 105.8335152 21.0038039)"
3894,1731,3276,49.71309393468828,,"LINESTRING (105.8332685 21.004035, 105.8329882 21.0036725)"
3895,1731,1594,19.608680036201967,Ngõ 41 Đông Tác,"LINESTRING (105.8332685 21.004035, 105.8334051 21.0041568)"
3896,1731,1730,31.44626026420728,Ngõ 41 Đông Tác,"LINESTRING (105.8332685 21.004035, 105.8334793 21.0038319)"
3897,1732,1733,13.9924042134178,,"LINESTRING (105.8340329 21.0038991, 105.834142 21.0038252)"
3898,1732,1727,22.455485681537176,,"LINESTRING (105.8340329 21.0038991, 105.8338889 21.0037484)"
3899,1733,1732,13.9924042134178,,"LINESTRING (105.834142 21.0038252, 105.8340329 21.0038991)"
3900,1734,3262,6.814284179227965,,"LINESTRING (105.8328906 21.00368, 105.8328391 21.003718)"
3901,1734,3263,5.160846477722658,,"LINESTRING (105.8328906 21.00368, 105.8329276 21.003649)"
3902,1735,58,6.444797169229666,,"LINESTRING (105.8412974 21.0041616, 105.8412431 21.0041897)"
3903,1736,3335,23.33831367120434,Ngõ 78 Đường Giải Phóng,"LINESTRING (105.8402232 20.9991362, 105.8399984 20.9991336)"
3904,1736,1682,24.438248423476768,Ngõ 78 Đường Giải Phóng,"LINESTRING (105.8402232 20.9991362, 105.8404586 20.9991385)"
3905,1736,1737,14.219270099812476,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402232 20.9991362, 105.8402304 20.9992639)"
3906,1737,1738,6.083122400554688,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402304 20.9992639, 105.8402888 20.9992684)"
3907,1737,1736,14.219270099812476,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402304 20.9992639, 105.8402232 20.9991362)"
3908,1738,1739,18.42975066313297,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402888 20.9992684, 105.8402984 20.9994339)"
3909,1738,1737,6.083122400554688,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402888 20.9992684, 105.8402304 20.9992639)"
3910,1739,1738,18.42975066313297,Ngách 78/10 Đường Giải Phóng,"LINESTRING (105.8402984 20.9994339, 105.8402888 20.9992684)"
3911,1740,1682,8.273077055912875,,"LINESTRING (105.8404591 20.9992129, 105.8404586 20.9991385)"
3912,1740,1685,35.11257089547664,,"LINESTRING (105.8404591 20.9992129, 105.8404732 20.9995284)"
3913,1741,1742,46.26014497223369,,"LINESTRING (105.8321487 21.0101622, 105.8324638 21.0104564)"
3914,1741,210,17.329972292584966,,"LINESTRING (105.8321487 21.0101622, 105.8320008 21.0100899)"
3915,1742,1743,7.722414959595102,,"LINESTRING (105.8324638 21.0104564, 105.83249 21.0105214)"
3916,1742,1741,46.26014497223369,,"LINESTRING (105.8324638 21.0104564, 105.8321487 21.0101622)"
3917,1743,1472,38.17022762122927,,"LINESTRING (105.83249 21.0105214, 105.8327554 21.010759)"
3918,1743,1742,7.722414959595102,,"LINESTRING (105.83249 21.0105214, 105.8324638 21.0104564)"
3919,1744,2644,60.40729552512353,Ngõ 28A Phố Lương Định Của,"LINESTRING (105.8333928 21.0025028, 105.8339546 21.0026444)"
3920,1744,354,20.51885225779237,Ngõ 28A Phố Lương Định Của,"LINESTRING (105.8333928 21.0025028, 105.8332182 21.0024163)"
3921,1745,406,55.800183160294985,Ngõ 28A Phố Lương Định Của,"LINESTRING (105.8349839 21.0029334, 105.8344746 21.0027729)"
3922,1745,3141,16.7669122800821,Ngõ 28A Phố Lương Định Của,"LINESTRING (105.8349839 21.0029334, 105.8351279 21.0030017)"
3923,1746,1747,28.597413085451898,Ngách 102/70 Đường Trường Chinh,"LINESTRING (105.8380733 21.0009231, 105.8380961 21.0011794)"
3924,1746,366,52.72854057076728,Ngách 102/70 Đường Trường Chinh,"LINESTRING (105.8380733 21.0009231, 105.8375658 21.0009428)"
3925,1746,1749,12.992961371225,,"LINESTRING (105.8380733 21.0009231, 105.8380697 21.0008063)"
3926,1747,1748,16.735508626910402,Ngách 102/70 Đường Trường Chinh,"LINESTRING (105.8380961 21.0011794, 105.8381236 21.0013277)"
3927,1747,1746,28.597413085451898,Ngách 102/70 Đường Trường Chinh,"LINESTRING (105.8380961 21.0011794, 105.8380733 21.0009231)"
3928,1748,1747,16.735508626910402,Ngách 102/70 Đường Trường Chinh,"LINESTRING (105.8381236 21.0013277, 105.8380961 21.0011794)"
3929,1749,1746,12.992961371225,,"LINESTRING (105.8380697 21.0008063, 105.8380733 21.0009231)"
3930,1750,1262,24.59576975918333,Ngõ 4A Đặng Văn Ngữ,"LINESTRING (105.8335321 21.010418, 105.8333731 21.010582)"
3931,1750,211,29.643104468474345,Ngõ 4A Đặng Văn Ngữ,"LINESTRING (105.8335321 21.010418, 105.8337232 21.0102199)"
3932,1750,1751,41.449893122229575,,"LINESTRING (105.8335321 21.010418, 105.8338338 21.0106622)"
3933,1751,1750,41.449893122229575,,"LINESTRING (105.8338338 21.0106622, 105.8335321 21.010418)"
3934,1752,1753,32.731489490309535,Ngách 4/165 Phố Chùa Bộc,"LINESTRING (105.8267195 21.0075062, 105.8265905 21.0072376)"
3935,1752,400,22.106018065208,Ngách 4/165 Phố Chùa Bộc,"LINESTRING (105.8267195 21.0075062, 105.8269103 21.0074179)"
3936,1753,1719,20.56224281592901,Ngách 4/165 Phố Chùa Bộc,"LINESTRING (105.8265905 21.0072376, 105.8267696 21.0071586)"
3937,1753,1752,32.731489490309535,Ngách 4/165 Phố Chùa Bộc,"LINESTRING (105.8265905 21.0072376, 105.8267195 21.0075062)"
3938,1753,1754,4.476512324234485,Ngách 4 Ngõ 165 Phố Chùa Bộc,"LINESTRING (105.8265905 21.0072376, 105.8265507 21.0072531)"
3939,1754,1755,16.744305350677504,Ngách 4 Ngõ 165 Phố Chùa Bộc,"LINESTRING (105.8265507 21.0072531, 105.8264859 21.0071152)"
3940,1754,1753,4.476512324234485,Ngách 4 Ngõ 165 Phố Chùa Bộc,"LINESTRING (105.8265507 21.0072531, 105.8265905 21.0072376)"
3941,1755,1754,16.744305350677504,Ngách 4 Ngõ 165 Phố Chùa Bộc,"LINESTRING (105.8264859 21.0071152, 105.8265507 21.0072531)"
3942,1756,1760,96.14733011157506,,"LINESTRING (105.8261182 21.0071137, 105.8252947 21.0075095)"
3943,1756,399,58.33907655009535,,"LINESTRING (105.8261182 21.0071137, 105.8266292 21.0068953)"
3944,1756,3459,14.165410138191868,,"LINESTRING (105.8261182 21.0071137, 105.8261778 21.0072283)"
3945,1757,184,18.2876421990265,Phố Chùa Bộc,"LINESTRING (105.825574 21.0087416, 105.8257309 21.0086668)"
3946,1757,1758,4.283628056271366,Ngõ 257 Phố Chùa Bộc,"LINESTRING (105.825574 21.0087416, 105.8255563 21.0087068)"
3947,1758,1066,18.2447465448755,,"LINESTRING (105.8255563 21.0087068, 105.8257129 21.0086323)"
3948,1758,1061,48.33634468116043,,"LINESTRING (105.8255563 21.0087068, 105.8251379 21.0088976)"
3949,1758,1759,21.41259150002963,Ngõ 257 Phố Chùa Bộc,"LINESTRING (105.8255563 21.0087068, 105.8254657 21.0085338)"
3950,1758,1757,4.283628056271366,Ngõ 257 Phố Chùa Bộc,"LINESTRING (105.8255563 21.0087068, 105.825574 21.0087416)"
3951,1759,628,17.848788514154602,Ngõ 257 Phố Chùa Bộc,"LINESTRING (105.8254657 21.0085338, 105.8256221 21.0084671)"
3952,1759,1758,21.41259150002963,Ngõ 257 Phố Chùa Bộc,"LINESTRING (105.8254657 21.0085338, 105.8255563 21.0087068)"
3953,1760,1496,40.64687405232458,,"LINESTRING (105.8252947 21.0075095, 105.8249466 21.0076769)"
3954,1760,1756,96.14733011157506,,"LINESTRING (105.8252947 21.0075095, 105.8261182 21.0071137)"
3955,1760,1762,17.169123670458465,Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8252947 21.0075095, 105.8253656 21.007649)"
3956,1761,1454,38.418064226406166,Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8256587 21.0082006, 105.8254885 21.0078938)"
3957,1761,627,23.545253062160704,Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8256587 21.0082006, 105.8257643 21.008388)"
3958,1762,1760,17.169123670458465,Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8253656 21.007649, 105.8252947 21.0075095)"
3959,1762,1454,30.061823989889504,Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8253656 21.007649, 105.8254885 21.0078938)"
3960,1762,1763,40.65620621654622,Ngách 40 Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8253656 21.007649, 105.8250139 21.0078099)"
3961,1763,1762,40.65620621654622,Ngách 40 Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8250139 21.0078099, 105.8253656 21.007649)"
3962,1763,1764,8.049781091272466,,"LINESTRING (105.8250139 21.0078099, 105.825046 21.0078758)"
3963,1763,1496,16.355959452474256,,"LINESTRING (105.8250139 21.0078099, 105.8249466 21.0076769)"
3964,1764,1765,26.943540889981712,,"LINESTRING (105.825046 21.0078758, 105.8248137 21.0079839)"
3965,1764,1763,8.049781091272466,,"LINESTRING (105.825046 21.0078758, 105.8250139 21.0078099)"
3966,1765,1764,26.943540889981712,,"LINESTRING (105.8248137 21.0079839, 105.825046 21.0078758)"
3967,1766,1767,37.00450221103521,,"LINESTRING (105.8260661 21.008278, 105.8259072 21.0079801)"
3968,1767,1766,37.00450221103521,,"LINESTRING (105.8259072 21.0079801, 105.8260661 21.008278)"
3969,1767,624,50.953230215043575,,"LINESTRING (105.8259072 21.0079801, 105.8256848 21.0075716)"
3970,1768,1454,40.831005154047205,Ngách 32 Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8251371 21.0080588, 105.8254885 21.0078938)"
3971,1768,1455,16.205600713416803,Ngách 32 Ngõ 231 Phố Chùa Bộc,"LINESTRING (105.8251371 21.0080588, 105.8249978 21.0081246)"
3972,1768,1769,36.808443870129445,,"LINESTRING (105.8251371 21.0080588, 105.8252879 21.0083584)"
3973,1769,1768,36.808443870129445,,"LINESTRING (105.8252879 21.0083584, 105.8251371 21.0080588)"
3974,1770,1191,33.35351722409405,Phố Nguyễn Ngọc Doãn,"LINESTRING (105.8306615 21.0106969, 105.8305782 21.0104072)"
3975,1770,3343,6.274273012655365,Phố Nguyễn Ngọc Doãn,"LINESTRING (105.8306615 21.0106969, 105.8306831 21.0107496)"
3976,1770,2039,5.530183711673735,,"LINESTRING (105.8306615 21.0106969, 105.8307144 21.010691)"
3977,1770,2073,6.816401788151652,,"LINESTRING (105.8306615 21.0106969, 105.8305963 21.0107042)"
3978,1771,1988,8.37627113209781,,"LINESTRING (105.8311111 21.0113408, 105.831161 21.0112816)"
3979,1771,30,4.589586881837394,Phố Đặng Văn Ngữ,"LINESTRING (105.8311111 21.0113408, 105.831076 21.0113157)"
3980,1771,50,85.62933365090011,Phố Đặng Văn Ngữ,"LINESTRING (105.8311111 21.0113408, 105.8317114 21.011869)"
3981,1772,2080,12.825515399030468,Phố Đặng Văn Ngữ,"LINESTRING (105.8324604 21.0124267, 105.8325558 21.0125)"
3982,1772,36,18.63312446729198,Phố Đặng Văn Ngữ,"LINESTRING (105.8324604 21.0124267, 105.83229 21.012374)"
3983,1773,273,4.579334239144314,Phố Nguyễn Ngọc Doãn,"LINESTRING (105.8303255 21.0098649, 105.8303068 21.0098276)"
3984,1773,3507,3.8588503586769143,Phố Nguyễn Ngọc Doãn,"LINESTRING (105.8303255 21.0098649, 105.8303411 21.0098964)"
3985,1773,2075,6.510753093696675,,"LINESTRING (105.8303255 21.0098649, 105.8303811 21.0098378)"
3986,1773,2074,5.865712869655729,,"LINESTRING (105.8303255 21.0098649, 105.8302754 21.0098893)"
3987,1774,189,12.856247731800352,,"LINESTRING (105.8245019 21.0088948, 105.8246206 21.0089278)"
3988,1774,1059,14.135014079363565,,"LINESTRING (105.8245019 21.0088948, 105.8245459 21.0087745)"
3989,1774,2455,10.584753218279191,,"LINESTRING (105.8245019 21.0088948, 105.824469 21.0089849)"
3990,1775,1776,13.527253413093446,,"LINESTRING (105.8233972 21.0070851, 105.8234555 21.0071939)"
3991,1776,1775,13.527253413093446,,"LINESTRING (105.8234555 21.0071939, 105.8233972 21.0070851)"
3992,1776,1055,1.9186714060904289,,"LINESTRING (105.8234555 21.0071939, 105.823471 21.0071845)"
3993,1777,785,9.604810192204608,,"LINESTRING (105.8246639 21.0093127, 105.8246237 21.0092349)"
3994,1777,2969,13.6613960744481,,"LINESTRING (105.8246639 21.0093127, 105.8247896 21.0093491)"
3995,1778,2965,25.719938150493963,,"LINESTRING (105.8248687 21.0093699, 105.8249539 21.0091527)"
3996,1778,2969,8.530350948600836,,"LINESTRING (105.8248687 21.0093699, 105.8247896 21.0093491)"
3997,1778,1779,6.8657036926907,,"LINESTRING (105.8248687 21.0093699, 105.8248446 21.0094274)"
3998,1779,1780,13.546248069011394,,"LINESTRING (105.8248446 21.0094274, 105.8248044 21.0095433)"
3999,1779,1778,6.8657036926907,,"LINESTRING (105.8248446 21.0094274, 105.8248687 21.0093699)"
4000,1780,2967,2.386284706142906,,"LINESTRING (105.8248044 21.0095433, 105.8247976 21.0095638)"
4001,1780,1779,13.546248069011394,,"LINESTRING (105.8248044 21.0095433, 105.8248446 21.0094274)"
4002,1781,3076,2.233150852114348,,"LINESTRING (105.8247633 21.009702, 105.8247669 21.0097218)"
4003,1781,2967,15.77423030311182,,"LINESTRING (105.8247633 21.009702, 105.8247976 21.0095638)"
4004,1782,3015,21.101309513418816,Ngõ 169 Phố Tây Sơn,"LINESTRING (105.8247933 21.0097699, 105.8249694 21.0096751)"
4005,1782,1495,4.304779094806121,Ngõ 169 Phố Tây Sơn,"LINESTRING (105.8247933 21.0097699, 105.8247576 21.0097896)"
4006,1782,3076,6.009661480514085,,"LINESTRING (105.8247933 21.0097699, 105.8247669 21.0097218)"
4007,1783,2955,20.078590544124413,,"LINESTRING (105.821734 21.0035822, 105.8218816 21.0036989)"
4008,1783,1367,11.715965735982932,,"LINESTRING (105.821734 21.0035822, 105.8218004 21.003497)"
4009,1784,1141,86.28976033826727,,"LINESTRING (105.8355564 21.0124581, 105.836113 21.0118817)"
4010,1784,1140,16.675935816347653,,"LINESTRING (105.8355564 21.0124581, 105.8354529 21.0125728)"
4011,1784,1785,9.295058532262075,,"LINESTRING (105.8355564 21.0124581, 105.8356217 21.0125153)"
4012,1785,271,90.99929216776292,Phố Xã Đàn,"LINESTRING (105.8356217 21.0125153, 105.8362072 21.0119062)"
4013,1785,1784,9.295058532262075,,"LINESTRING (105.8356217 21.0125153, 105.8355564 21.0124581)"
4014,1786,1787,11.120235216567613,,"LINESTRING (105.8410766 21.0072478, 105.8411515 21.0071763)"
4015,1786,1120,17.73245671408298,,"LINESTRING (105.8410766 21.0072478, 105.8409587 21.0073632)"
4016,1787,1788,6.819021248193678,,"LINESTRING (105.8411515 21.0071763, 105.8411967 21.0071318)"
4017,1787,1786,11.120235216567613,,"LINESTRING (105.8411515 21.0071763, 105.8410766 21.0072478)"
4018,1788,1789,6.297851507326152,,"LINESTRING (105.8411967 21.0071318, 105.8412254 21.0070819)"
4019,1788,1787,6.819021248193678,,"LINESTRING (105.8411967 21.0071318, 105.8411515 21.0071763)"
4020,1789,1790,5.606546194714227,,"LINESTRING (105.8412254 21.0070819, 105.8412345 21.0070322)"
4021,1789,1788,6.297851507326152,,"LINESTRING (105.8412254 21.0070819, 105.8411967 21.0071318)"
4022,1790,3383,7.918423660199099,,"LINESTRING (105.8412345 21.0070322, 105.8412331 21.006961)"
4023,1790,1789,5.606546194714227,,"LINESTRING (105.8412345 21.0070322, 105.8412254 21.0070819)"
4024,1791,1792,53.21701819238938,,"LINESTRING (105.84123 21.0068562, 105.8412155 21.0063778)"
4025,1791,3383,11.657686975110249,,"LINESTRING (105.84123 21.0068562, 105.8412331 21.006961)"
4026,1792,1823,6.000970381336974,,"LINESTRING (105.8412155 21.0063778, 105.8412184 21.0063239)"
4027,1792,1791,53.21701819238938,,"LINESTRING (105.8412155 21.0063778, 105.84123 21.0068562)"
4028,1793,1794,68.01636690769726,,"LINESTRING (105.8412119 21.0059601, 105.8411919 21.0053487)"
4029,1793,1823,40.45839820287517,,"LINESTRING (105.8412119 21.0059601, 105.8412184 21.0063239)"
4030,1794,758,10.57606195762502,,"LINESTRING (105.8411919 21.0053487, 105.8412936 21.0053544)"
4031,1794,1822,19.795330591225223,,"LINESTRING (105.8411919 21.0053487, 105.8411848 21.0051708)"
4032,1794,1793,68.01636690769726,,"LINESTRING (105.8411919 21.0053487, 105.8412119 21.0059601)"
4033,1795,1821,34.685033706867344,,"LINESTRING (105.8411766 21.0047472, 105.8411812 21.0044353)"
4034,1795,1822,47.10992817634215,,"LINESTRING (105.8411766 21.0047472, 105.8411848 21.0051708)"
4035,1796,1797,53.12844359462089,,"LINESTRING (105.8411702 21.0040433, 105.84116 21.0035656)"
4036,1796,1947,7.784493388982851,,"LINESTRING (105.8411702 21.0040433, 105.8411713 21.0041133)"
4037,1797,3477,17.771703175833604,,"LINESTRING (105.84116 21.0035656, 105.841157 21.0034058)"
4038,1797,1796,53.12844359462089,,"LINESTRING (105.84116 21.0035656, 105.8411702 21.0040433)"
4039,1798,1799,91.14066306119838,,"LINESTRING (105.8411472 21.0028879, 105.8411306 21.0020684)"
4040,1798,3476,50.746170031664505,,"LINESTRING (105.8411472 21.0028879, 105.8411558 21.0033442)"
4041,1799,1818,16.0585028436222,,"LINESTRING (105.8411306 21.0020684, 105.841133 21.001924)"
4042,1799,1798,91.14066306119838,,"LINESTRING (105.8411306 21.0020684, 105.8411472 21.0028879)"
4043,1800,1801,17.077647989153167,,"LINESTRING (105.8411383 21.0015931, 105.8411329 21.0014396)"
4044,1800,1824,18.89412374898,,"LINESTRING (105.8411383 21.0015931, 105.8411356 21.001763)"
4045,1801,1802,8.548818406136743,,"LINESTRING (105.8411329 21.0014396, 105.8411237 21.0013632)"
4046,1801,1800,17.077647989153167,,"LINESTRING (105.8411329 21.0014396, 105.8411383 21.0015931)"
4047,1802,1803,4.90555978720928,,"LINESTRING (105.8411237 21.0013632, 105.8411224 21.0013191)"
4048,1802,1801,8.548818406136743,,"LINESTRING (105.8411237 21.0013632, 105.8411329 21.0014396)"
4049,1803,1804,27.32594815768605,,"LINESTRING (105.8411224 21.0013191, 105.8411364 21.0010737)"
4050,1803,1802,4.90555978720928,,"LINESTRING (105.8411224 21.0013191, 105.8411237 21.0013632)"
4051,1804,1805,9.042201259960216,,"LINESTRING (105.8411364 21.0010737, 105.8411441 21.0009927)"
4052,1804,1803,27.32594815768605,,"LINESTRING (105.8411364 21.0010737, 105.8411224 21.0013191)"
4053,1805,1806,17.520585621880006,,"LINESTRING (105.8411441 21.0009927, 105.8411556 21.0008355)"
4054,1805,1804,9.042201259960216,,"LINESTRING (105.8411441 21.0009927, 105.8411364 21.0010737)"
4055,1806,1807,14.834038038789634,,"LINESTRING (105.8411556 21.0008355, 105.8411569 21.0007021)"
4056,1806,1805,17.520585621880006,,"LINESTRING (105.8411556 21.0008355, 105.8411441 21.0009927)"
4057,1807,1808,24.764505034599363,,"LINESTRING (105.8411569 21.0007021, 105.8411594 21.0004794)"
4058,1807,1806,14.834038038789634,,"LINESTRING (105.8411569 21.0007021, 105.8411556 21.0008355)"
4059,1808,1819,10.891387524097723,,"LINESTRING (105.8411594 21.0004794, 105.8411561 21.0003815)"
4060,1808,1807,24.764505034599363,,"LINESTRING (105.8411594 21.0004794, 105.8411569 21.0007021)"
4061,1809,1817,17.112767819440574,,"LINESTRING (105.8411505 21.0002149, 105.8411446 21.0000611)"
4062,1809,1819,18.534220038370744,,"LINESTRING (105.8411505 21.0002149, 105.8411561 21.0003815)"
4063,1810,1811,22.937275334463447,,"LINESTRING (105.841139 20.9999171, 105.8411275 20.9997111)"
4064,1810,1817,16.022641502255652,,"LINESTRING (105.841139 20.9999171, 105.8411446 21.0000611)"
4065,1811,1812,29.187478370470103,,"LINESTRING (105.8411275 20.9997111, 105.8411122 20.999449)"
4066,1811,1810,22.937275334463447,,"LINESTRING (105.8411275 20.9997111, 105.841139 20.9999171)"
4067,1812,1813,23.59145615637122,,"LINESTRING (105.8411122 20.999449, 105.8411033 20.999237)"
4068,1812,1811,29.187478370470103,,"LINESTRING (105.8411122 20.999449, 105.8411275 20.9997111)"
4069,1813,1816,10.22357268929961,,"LINESTRING (105.8411033 20.999237, 105.8411003 20.9991451)"
4070,1813,1812,23.59145615637122,,"LINESTRING (105.8411033 20.999237, 105.8411122 20.999449)"
4071,1814,1815,40.47847294808624,,"LINESTRING (105.8410956 20.9989976, 105.8410905 20.9986336)"
4072,1814,1816,16.40853042871806,,"LINESTRING (105.8410956 20.9989976, 105.8411003 20.9991451)"
4073,1815,1814,40.47847294808624,,"LINESTRING (105.8410905 20.9986336, 105.8410956 20.9989976)"
4074,1815,1825,2.786865669563084,,"LINESTRING (105.8410905 20.9986336, 105.8410886 20.9986086)"
4075,1816,330,3.841120343685045,Ngõ 78 Đường Giải Phóng,"LINESTRING (105.8411003 20.9991451, 105.8410633 20.9991448)"
4076,1816,548,7.885786226511846,Ngõ 78 Đường Giải Phóng,"LINESTRING (105.8411003 20.9991451, 105.8411762 20.9991422)"
4077,1816,1814,16.40853042871806,,"LINESTRING (105.8411003 20.9991451, 105.8410956 20.9989976)"
4078,1816,1813,10.22357268929961,,"LINESTRING (105.8411003 20.9991451, 105.8411033 20.999237)"
4079,1817,780,2.875716950376104,,"LINESTRING (105.8411446 21.0000611, 105.8411169 21.0000608)"
4080,1817,779,5.775278170994669,,"LINESTRING (105.8411446 21.0000611, 105.8412002 21.0000593)"
4081,1817,1810,16.022641502255652,,"LINESTRING (105.8411446 21.0000611, 105.841139 20.9999171)"
4082,1817,1809,17.112767819440574,,"LINESTRING (105.8411446 21.0000611, 105.8411505 21.0002149)"
4083,1818,534,9.488859303591452,,"LINESTRING (105.841133 21.001924, 105.8412244 21.0019229)"
4084,1818,729,4.548159326727427,,"LINESTRING (105.841133 21.001924, 105.8410892 21.001923)"
4085,1818,1824,17.90444291776504,,"LINESTRING (105.841133 21.001924, 105.8411356 21.001763)"
4086,1818,1799,16.0585028436222,,"LINESTRING (105.841133 21.001924, 105.8411306 21.0020684)"
4087,1819,994,3.270162728462608,,"LINESTRING (105.8411561 21.0003815, 105.8411246 21.0003818)"
4088,1819,3417,0.847058053618127,,"LINESTRING (105.8411561 21.0003815, 105.8411641 21.000383)"
4089,1819,1809,18.534220038370744,,"LINESTRING (105.8411561 21.0003815, 105.8411505 21.0002149)"
4090,1819,1808,10.891387524097723,,"LINESTRING (105.8411561 21.0003815, 105.8411594 21.0004794)"
4091,1820,58,7.320808956762314,Phố Phương Mai,"LINESTRING (105.8411726 21.0041914, 105.8412431 21.0041897)"
4092,1820,24,2.534443575859233,Phố Phương Mai,"LINESTRING (105.8411726 21.0041914, 105.8411482 21.0041922)"
4093,1820,1947,8.685384480472743,,"LINESTRING (105.8411726 21.0041914, 105.8411713 21.0041133)"
4094,1820,1932,8.751108500800218,,"LINESTRING (105.8411726 21.0041914, 105.8411729 21.0042701)"
4095,1821,776,9.0386144184445,,"LINESTRING (105.8411812 21.0044353, 105.8412682 21.004432)"
4096,1821,1932,18.389622708554658,,"LINESTRING (105.8411812 21.0044353, 105.8411729 21.0042701)"
4097,1821,1795,34.685033706867344,,"LINESTRING (105.8411812 21.0044353, 105.8411766 21.0047472)"
4098,1822,1510,10.30298059760089,,"LINESTRING (105.8411848 21.0051708, 105.8412837 21.005163)"
4099,1822,896,2.90828912070223,,"LINESTRING (105.8411848 21.0051708, 105.8411568 21.0051717)"
4100,1822,1795,47.10992817634215,,"LINESTRING (105.8411848 21.0051708, 105.8411766 21.0047472)"
4101,1822,1794,19.795330591225223,,"LINESTRING (105.8411848 21.0051708, 105.8411919 21.0053487)"
4102,1823,402,9.450038083115462,Đường Giải Phóng,"LINESTRING (105.8412184 21.0063239, 105.8413094 21.0063215)"
4103,1823,401,3.49966486862175,Đường Giải Phóng,"LINESTRING (105.8412184 21.0063239, 105.8411847 21.0063248)"
4104,1823,1793,40.45839820287517,,"LINESTRING (105.8412184 21.0063239, 105.8412119 21.0059601)"
4105,1823,1792,6.000970381336974,,"LINESTRING (105.8412184 21.0063239, 105.8412155 21.0063778)"
4106,1824,533,2.409277134675536,,"LINESTRING (105.8411356 21.001763, 105.8411588 21.0017624)"
4107,1824,1800,18.89412374898,,"LINESTRING (105.8411356 21.001763, 105.8411383 21.0015931)"
4108,1824,1818,17.90444291776504,,"LINESTRING (105.8411356 21.001763, 105.841133 21.001924)"
4109,1825,1826,3.1428552469812723,,"LINESTRING (105.8410886 20.9986086, 105.84108 20.9985815)"
4110,1825,1815,2.786865669563084,,"LINESTRING (105.8410886 20.9986086, 105.8410905 20.9986336)"
4111,1825,2443,12.064952417172911,,"LINESTRING (105.8410886 20.9986086, 105.8410878 20.9985001)"
4112,1826,1834,3.1937785616954546,,"LINESTRING (105.84108 20.9985815, 105.8410596 20.99856)"
4113,1826,1825,3.1428552469812723,,"LINESTRING (105.84108 20.9985815, 105.8410886 20.9986086)"
4114,1827,1828,20.959122890344734,,"LINESTRING (105.8410467 20.9985465, 105.8408681 20.9984586)"
4115,1827,1834,2.0116514509912578,,"LINESTRING (105.8410467 20.9985465, 105.8410596 20.99856)"
4116,1828,1829,20.96545568521473,,"LINESTRING (105.8408681 20.9984586, 105.8407005 20.9983534)"
4117,1828,1827,20.959122890344734,,"LINESTRING (105.8408681 20.9984586, 105.8410467 20.9985465)"
4118,1828,1109,7.716997354347887,,"LINESTRING (105.8408681 20.9984586, 105.8409049 20.9983983)"
4119,1829,1830,18.01659399351855,,"LINESTRING (105.8407005 20.9983534, 105.8405596 20.9982588)"
4120,1829,1828,20.96545568521473,,"LINESTRING (105.8407005 20.9983534, 105.8408681 20.9984586)"
4121,1830,1831,4.604439495692493,,"LINESTRING (105.8405596 20.9982588, 105.8405183 20.9982437)"
4122,1830,1829,18.01659399351855,,"LINESTRING (105.8405596 20.9982588, 105.8407005 20.9983534)"
4123,1831,1832,6.00174629909468,,"LINESTRING (105.8405183 20.9982437, 105.8404605 20.9982425)"
4124,1831,1830,4.604439495692493,,"LINESTRING (105.8405183 20.9982437, 105.8405596 20.9982588)"
4125,1832,1833,35.57049075702372,,"LINESTRING (105.8404605 20.9982425, 105.8401273 20.9983171)"
4126,1832,1831,6.00174629909468,,"LINESTRING (105.8404605 20.9982425, 105.8405183 20.9982437)"
4127,1833,1832,35.57049075702372,,"LINESTRING (105.8401273 20.9983171, 105.8404605 20.9982425)"
4128,1833,2232,39.30646319081311,,"LINESTRING (105.8401273 20.9983171, 105.8397598 20.9984022)"
4129,1834,1827,2.0116514509912578,,"LINESTRING (105.8410596 20.99856, 105.8410467 20.9985465)"
4130,1834,1826,3.1937785616954546,,"LINESTRING (105.8410596 20.99856, 105.84108 20.9985815)"
4131,1835,1836,25.176623786456307,,"LINESTRING (105.8409244 20.9983327, 105.8409213 20.9981063)"
