osmid,id,y,x,street_count,highway,railway,ref,geometry
6684374581,842,21.0084806,105.8338013,2,,,,POINT (105.8338013 21.0084806)
6684374582,843,21.0083103,105.8339743,3,,,,POINT (105.8339743 21.0083103)
6684374583,844,21.0082014,105.8338349,2,,,,POINT (105.8338349 21.0082014)
6684388981,845,21.0075028,105.8346205,3,,,,POINT (105.8346205 21.0075028)
6684722069,846,21.0106449,105.8371999,3,,,,POINT (105.8371999 21.0106449)
6684722071,847,21.0101565,105.8359137,3,,,,POINT (105.8359137 21.0101565)
6684722073,848,21.0096526,105.835409,3,,,,POINT (105.835409 21.0096526)
6684744667,849,21.0046691,105.8357656,2,,,,POINT (105.8357656 21.0046691)
6684744669,850,21.0053342,105.835576,1,,,,POINT (105.835576 21.0053342)
6684744670,851,21.0053447,105.8354821,4,crossing,,,POINT (105.8354821 21.0053447)
6684804424,852,21.0082579,105.83372,3,,,,POINT (105.83372 21.0082579)
6684804426,853,21.0089445,105.8386416,3,,,,POINT (105.8386416 21.0089445)
6684849548,854,21.0082389,105.8336224,2,,,,POINT (105.8336224 21.0082389)
6684849549,855,21.0081731,105.833676,2,traffic_signals,,,POINT (105.833676 21.0081731)
6684983516,856,21.0070575,105.8323625,3,,,,POINT (105.8323625 21.0070575)
6685024887,857,21.0122971,105.8281158,1,,,,POINT (105.8281158 21.0122971)
6685024892,858,21.0124024,105.8287822,3,,,,POINT (105.8287822 21.0124024)
6685052834,859,21.0108849,105.8367867,3,,,,POINT (105.8367867 21.0108849)
6685052835,860,21.011103,105.8369661,4,,,,POINT (105.8369661 21.011103)
6685052836,861,21.0108009,105.8368691,3,,,,POINT (105.8368691 21.0108009)
6685142803,862,21.0082183,105.832104,4,crossing,,,POINT (105.832104 21.0082183)
6685142804,863,21.0089044,105.8315669,2,,,,POINT (105.8315669 21.0089044)
6685150613,864,21.0087241,105.8309121,1,,,,POINT (105.8309121 21.0087241)
6685150614,865,21.0090824,105.8315328,3,,,,POINT (105.8315328 21.0090824)
6685150619,866,21.0080292,105.831663,3,,,,POINT (105.831663 21.0080292)
6685150620,867,21.0083226,105.8320118,3,,,,POINT (105.8320118 21.0083226)
6685150622,868,21.0079133,105.8320054,1,,,,POINT (105.8320054 21.0079133)
6685150623,869,21.0080794,105.8322228,3,,,,POINT (105.8322228 21.0080794)
6685150627,870,21.0075711,105.8327051,4,crossing,,,POINT (105.8327051 21.0075711)
6685301283,871,21.0140257,105.8341953,3,,,,POINT (105.8341953 21.0140257)
6685416588,872,21.013998,105.8338429,2,,,,POINT (105.8338429 21.013998)
6685416589,873,21.0141362,105.8339759,4,traffic_signals,,,POINT (105.8339759 21.0141362)
6687930408,874,21.0015193,105.835213,1,,,,POINT (105.835213 21.0015193)
6687930409,875,21.0016776,105.8360523,3,,,,POINT (105.8360523 21.0016776)
6687930410,876,21.0019912,105.8371424,1,,,,POINT (105.8371424 21.0019912)
6687930411,877,21.0018341,105.8360524,3,,,,POINT (105.8360524 21.0018341)
6688326496,878,20.9982128,105.8412245,2,,,,POINT (105.8412245 20.9982128)
6688326497,879,20.998282,105.8411437,3,,,,POINT (105.8411437 20.998282)
6688326498,880,21.004697,105.8412795,2,,,,POINT (105.8412795 21.004697)
6688471376,881,20.999988,105.8319564,3,,,,POINT (105.8319564 20.999988)
6688503839,882,21.0104436,105.8251554,2,,,,POINT (105.8251554 21.0104436)
6688503840,883,21.010308,105.8250863,2,,,,POINT (105.8250863 21.010308)
6688503842,884,21.0095161,105.8246137,3,,,,POINT (105.8246137 21.0095161)
6688503843,885,21.0095091,105.8245859,2,,,,POINT (105.8245859 21.0095091)
6688503844,886,21.0095097,105.8245631,2,,,,POINT (105.8245631 21.0095097)
6688976441,887,21.0114014,105.8264038,1,,,,POINT (105.8264038 21.0114014)
6688976442,888,21.0124958,105.8263454,3,,,,POINT (105.8263454 21.0124958)
6688976456,889,21.0107529,105.8255911,1,,,,POINT (105.8255911 21.0107529)
6688976457,890,21.0108828,105.8252977,3,,,,POINT (105.8252977 21.0108828)
6689074609,891,21.0125919,105.8267069,1,,,,POINT (105.8267069 21.0125919)
6689074610,892,21.0127067,105.8264707,3,,,,POINT (105.8264707 21.0127067)
6689134268,893,21.0051202,105.832686,2,crossing,,,POINT (105.832686 21.0051202)
6689134269,894,21.0045758,105.832589,2,crossing,,,POINT (105.832589 21.0045758)
6689134270,895,21.0029045,105.8328213,2,crossing,,,POINT (105.8328213 21.0029045)
6689500340,896,21.0051717,105.8411568,2,,level_crossing,,POINT (105.8411568 21.0051717)
6689500341,897,21.0051611,105.8411038,3,,,,POINT (105.8411038 21.0051611)
6689670370,898,21.0052725,105.8328997,2,,,,POINT (105.8328997 21.0052725)
6689670375,899,20.9990044,105.8371679,2,,,,POINT (105.8371679 20.9990044)
6689670376,900,20.9989584,105.8373224,2,,,,POINT (105.8373224 20.9989584)
6689689933,901,20.9989616,105.8383317,2,,,,POINT (105.8383317 20.9989616)
6689689934,902,20.9991169,105.8383343,1,,,,POINT (105.8383343 20.9991169)
6689689935,903,20.9987914,105.8383289,2,,,,POINT (105.8383289 20.9987914)
6689689936,904,20.9987269,105.838314,3,,,,POINT (105.838314 20.9987269)
6689689937,905,20.998566,105.8389682,2,,,,POINT (105.8389682 20.998566)
6781810839,906,21.0019872,105.8252013,3,,,,POINT (105.8252013 21.0019872)
7056058598,907,21.0032945,105.8223853,4,,,,POINT (105.8223853 21.0032945)
7056058599,908,21.0030196,105.8229146,3,,,,POINT (105.8229146 21.0030196)
7056058600,909,21.003206,105.8226152,2,,,,POINT (105.8226152 21.003206)
7059776687,910,21.0089628,105.8311965,2,,,,POINT (105.8311965 21.0089628)
7085612950,911,21.0042612,105.8245169,3,,,,POINT (105.8245169 21.0042612)
7085612951,912,21.0034513,105.8241859,2,,,,POINT (105.8241859 21.0034513)
7085612952,913,21.0036132,105.8240585,2,,,,POINT (105.8240585 21.0036132)
7085612953,914,21.0037425,105.8240456,3,,,,POINT (105.8240456 21.0037425)
7085612954,915,21.003798,105.8240856,2,,,,POINT (105.8240856 21.003798)
7085612955,916,21.0039307,105.8241607,2,,,,POINT (105.8241607 21.0039307)
7085612956,917,21.004096,105.8243055,2,,,,POINT (105.8243055 21.004096)
7119384386,918,20.9981048,105.840007,2,,,,POINT (105.840007 20.9981048)
7119384387,919,21.000524,105.8296672,2,,,,POINT (105.8296672 21.000524)
7119384388,920,20.9997179,105.8326588,2,,,,POINT (105.8326588 20.9997179)
7119384389,921,20.9992216,105.8352616,3,,,,POINT (105.8352616 20.9992216)
7119384392,922,20.998947,105.8368716,2,,,,POINT (105.8368716 20.998947)
7119384393,923,20.9981646,105.8401043,2,,,,POINT (105.8401043 20.9981646)
7144483000,924,20.9982301,105.8400858,4,,,,POINT (105.8400858 20.9982301)
7144483001,925,20.9984203,105.8395695,2,,,,POINT (105.8395695 20.9984203)
7144483002,926,20.9982413,105.8399246,2,,,,POINT (105.8399246 20.9982413)
7144483004,927,20.9989988,105.8368397,2,,,,POINT (105.8368397 20.9989988)
7144483005,928,20.9990819,105.8368294,2,,,,POINT (105.8368294 20.9990819)
7144483007,929,20.9988543,105.8374806,3,,,,POINT (105.8374806 20.9988543)
7144483015,930,21.0023062,105.823974,3,,,,POINT (105.823974 21.0023062)
7199335713,931,20.99853,105.8411489,3,,,,POINT (105.8411489 20.99853)
7199335714,932,20.9981316,105.8404683,3,,,,POINT (105.8404683 20.9981316)
7199335715,933,20.9984829,105.8410587,2,,level_crossing,,POINT (105.8410587 20.9984829)
7401211859,934,21.0014927,105.8293446,3,,,,POINT (105.8293446 21.0014927)
7401211860,935,21.0016267,105.8290241,2,,,,POINT (105.8290241 21.0016267)
7401211861,936,21.0017509,105.8284885,2,,,,POINT (105.8284885 21.0017509)
7401211863,937,21.0019146,105.8275031,3,,,,POINT (105.8275031 21.0019146)
7401211865,938,21.0018966,105.8273875,2,,,,POINT (105.8273875 21.0018966)
7401211866,939,21.0019543,105.8272766,3,,,,POINT (105.8272766 21.0019543)
7401211867,940,21.0019513,105.8270387,2,,,,POINT (105.8270387 21.0019513)
7401211869,941,21.0019223,105.826966,2,,,,POINT (105.826966 21.0019223)
7401211871,942,21.001917,105.8268536,2,,,,POINT (105.8268536 21.001917)
7401211873,943,21.0019374,105.826495,3,,,,POINT (105.826495 21.0019374)
7401211874,944,21.0019129,105.8260918,2,,,,POINT (105.8260918 21.0019129)
7401211877,945,21.0025667,105.8265736,3,,,,POINT (105.8265736 21.0025667)
7401211879,946,21.0023617,105.8243937,2,,,,POINT (105.8243937 21.0023617)
7401211880,947,21.0022961,105.8246315,2,,,,POINT (105.8246315 21.0022961)
7401211881,948,21.0022508,105.8247525,2,,,,POINT (105.8247525 21.0022508)
7401211882,949,21.0022264,105.8248527,2,,,,POINT (105.8248527 21.0022264)
7401211883,950,21.0021938,105.8249094,2,,,,POINT (105.8249094 21.0021938)
7401211884,951,21.0021808,105.8250125,2,,,,POINT (105.8250125 21.0021808)
7401242685,952,21.0021602,105.825193,2,,,,POINT (105.825193 21.0021602)
7401242687,953,21.0026206,105.8244144,2,,,,POINT (105.8244144 21.0026206)
7401242688,954,21.0025396,105.8246044,2,,,,POINT (105.8246044 21.0025396)
7401242689,955,21.0024989,105.824783,2,,,,POINT (105.824783 21.0024989)
7401242690,956,21.0024827,105.8248658,2,,,,POINT (105.8248658 21.0024827)
7401242691,957,21.0024745,105.8249791,2,,,,POINT (105.8249791 21.0024745)
7401242692,958,21.0024623,105.8250488,2,,,,POINT (105.8250488 21.0024623)
7401242693,959,21.0024379,105.825075,2,,,,POINT (105.825075 21.0024379)
7401242694,960,21.0024176,105.8251273,2,,,,POINT (105.8251273 21.0024176)
7401242695,961,21.0024314,105.8252053,3,,,,POINT (105.8252053 21.0024314)
7401242696,962,21.0024176,105.825454,2,,,,POINT (105.825454 21.0024176)
7401242697,963,21.0024424,105.8255953,2,,,,POINT (105.8255953 21.0024424)
7401242698,964,21.0024484,105.8256895,2,,,,POINT (105.8256895 21.0024484)
7401242699,965,21.002536,105.8261145,3,,,,POINT (105.8261145 21.002536)
7401242700,966,21.0025564,105.8262171,2,,,,POINT (105.8262171 21.0025564)
7401242701,967,21.0025893,105.8263709,2,,,,POINT (105.8263709 21.0025893)
7401242702,968,21.002586,105.8264326,2,,,,POINT (105.8264326 21.002586)
7401242704,969,21.0025124,105.8290098,2,,,,POINT (105.8290098 21.0025124)
7401242705,970,21.0025696,105.8290109,2,,,,POINT (105.8290109 21.0025696)
7401242706,971,21.0026716,105.8290229,2,,,,POINT (105.8290229 21.0026716)
7401242707,972,21.0027554,105.8290332,3,,,,POINT (105.8290332 21.0027554)
7401242708,973,21.0027511,105.8289311,2,,,,POINT (105.8289311 21.0027511)
7401242709,974,21.0027633,105.8287394,2,,,,POINT (105.8287394 21.0027633)
7401242710,975,21.0027877,105.8285869,2,,,,POINT (105.8285869 21.0027877)
7401242711,976,21.0028337,105.8284712,2,,,,POINT (105.8284712 21.0028337)
7401242712,977,21.0028532,105.8283343,2,,,,POINT (105.8283343 21.0028532)
7401242713,978,21.0028806,105.8281413,2,,,,POINT (105.8281413 21.0028806)
7401242714,979,21.0029043,105.8279719,4,,,,POINT (105.8279719 21.0029043)
7401242716,980,21.0028883,105.8277099,2,,,,POINT (105.8277099 21.0028883)
7401242718,981,21.00286,105.8274584,3,,,,POINT (105.8274584 21.00286)
7401242719,982,21.0028033,105.8269454,3,,,,POINT (105.8269454 21.0028033)
7401242720,983,21.002756,105.826723,2,,,,POINT (105.826723 21.002756)
7401242721,984,21.0027067,105.8265844,2,,,,POINT (105.8265844 21.0027067)
7401299935,985,21.0046849,105.8273245,2,,,,POINT (105.8273245 21.0046849)
7404653598,986,21.005836,105.8259125,3,,,,POINT (105.8259125 21.005836)
7404653599,987,21.0057433,105.8261026,2,,,,POINT (105.8261026 21.0057433)
7404653600,988,21.0056099,105.8258015,3,,,,POINT (105.8258015 21.0056099)
7539556444,989,21.0101539,105.8349182,2,,,,POINT (105.8349182 21.0101539)
7539556445,990,21.0103492,105.8347841,2,,,,POINT (105.8347841 21.0103492)
7589425247,991,21.0086465,105.8341865,2,traffic_signals,,,POINT (105.8341865 21.0086465)
7595842017,992,21.0073563,105.83606,2,,,,POINT (105.83606 21.0073563)
7619992831,993,21.0034061,105.8411313,2,,level_crossing,,POINT (105.8411313 21.0034061)
7619993540,994,21.0003818,105.8411246,2,,level_crossing,,POINT (105.8411246 21.0003818)
7619993860,995,21.0069615,105.8411878,2,,level_crossing,,POINT (105.8411878 21.0069615)
7635460151,996,21.0059166,105.8340457,2,,,,POINT (105.8340457 21.0059166)
7635541775,997,21.0081253,105.8353458,2,,,,POINT (105.8353458 21.0081253)
7635563857,998,21.0084677,105.8348091,2,,,,POINT (105.8348091 21.0084677)
7707090389,999,21.0040083,105.8408902,2,,,,POINT (105.8408902 21.0040083)
7707090490,1000,21.0003866,105.8409658,3,,,,POINT (105.8409658 21.0003866)
7707090491,1001,21.0003827,105.8410582,2,,,,POINT (105.8410582 21.0003827)
7707090492,1002,21.0019182,105.8410223,2,,,,POINT (105.8410223 21.0019182)
7712308973,1003,21.0095601,105.8294877,3,,,,POINT (105.8294877 21.0095601)
7712309024,1004,21.0091417,105.8292759,5,,,,POINT (105.8292759 21.0091417)
7712309027,1005,21.0095285,105.8284101,2,,,,POINT (105.8284101 21.0095285)
7712309028,1006,21.0091964,105.8282391,1,,,,POINT (105.8282391 21.0091964)
7712309029,1007,21.0090296,105.8295088,3,,,,POINT (105.8295088 21.0090296)
7712309030,1008,21.0086702,105.8293116,1,,,,POINT (105.8293116 21.0086702)
7712494655,1009,21.0099685,105.8256289,2,,,,POINT (105.8256289 21.0099685)
7712494656,1010,21.0099319,105.825711,2,,,,POINT (105.825711 21.0099319)
7712503996,1011,21.009636,105.8273231,2,,,,POINT (105.8273231 21.009636)
7712504013,1012,21.009588,105.8255952,2,,,,POINT (105.8255952 21.009588)
7712504014,1013,21.0096446,105.8254652,2,,,,POINT (105.8254652 21.0096446)
7712504015,1014,21.009705,105.8253335,2,,,,POINT (105.8253335 21.009705)
7712504016,1015,21.0098227,105.8253952,2,,,,POINT (105.8253952 21.0098227)
7712504053,1016,21.0100232,105.8255103,2,,,,POINT (105.8255103 21.0100232)
7712504054,1017,21.0097719,105.8260595,3,,,,POINT (105.8260595 21.0097719)
7712504056,1018,21.0101134,105.8262863,3,,,,POINT (105.8262863 21.0101134)
7712504057,1019,21.0100889,105.8262194,2,,,,POINT (105.8262194 21.0100889)
7726172775,1020,21.0007536,105.8387413,3,,,,POINT (105.8387413 21.0007536)
7726172776,1021,21.0004887,105.8387352,2,,,,POINT (105.8387352 21.0004887)
7726172777,1022,21.000469,105.8392396,1,,,,POINT (105.8392396 21.000469)
7771967109,1023,21.0076639,105.8410507,2,,,,POINT (105.8410507 21.0076639)
7771967115,1024,21.0027235,105.8222649,2,,,,POINT (105.8222649 21.0027235)
7771967117,1025,21.0021482,105.8245643,2,,,,POINT (105.8245643 21.0021482)
7771967126,1026,21.0018842,105.8254746,2,,,,POINT (105.8254746 21.0018842)
7771967127,1027,21.001498,105.8267372,2,motorway_junction,,Ngã Tư Sở,POINT (105.8267372 21.001498)
7771967128,1028,21.0009664,105.8284248,2,,,,POINT (105.8284248 21.0009664)
7799710151,1029,21.0026326,105.8226895,3,,,,POINT (105.8226895 21.0026326)
7821883008,1030,21.0107501,105.8371194,3,,,,POINT (105.8371194 21.0107501)
7824877550,1031,21.0051933,105.8251426,1,,,,POINT (105.8251426 21.0051933)
7835264875,1032,21.0125632,105.8326283,3,,,,POINT (105.8326283 21.0125632)
7835376712,1033,21.011927,105.8319815,2,,,,POINT (105.8319815 21.011927)
7838805539,1034,21.0075176,105.8314267,3,,,,POINT (105.8314267 21.0075176)
7839089147,1035,21.0088542,105.8339223,3,,,,POINT (105.8339223 21.0088542)
7839089148,1036,21.0086203,105.8330044,3,,,,POINT (105.8330044 21.0086203)
7842401246,1037,21.0071931,105.8309205,2,turning_circle,,,POINT (105.8309205 21.0071931)
7842401247,1038,21.0073167,105.8306102,1,,,,POINT (105.8306102 21.0073167)
7846067884,1039,21.0062837,105.8355818,2,,,,POINT (105.8355818 21.0062837)
7846106186,1040,21.005892,105.8357485,2,,,,POINT (105.8357485 21.005892)
7856578163,1041,21.0031311,105.8362478,2,,,,POINT (105.8362478 21.0031311)
7887543801,1042,21.004933,105.822489,2,,,,POINT (105.822489 21.004933)
7887543802,1043,21.0052072,105.8226287,2,,,,POINT (105.8226287 21.0052072)
7887543803,1044,21.0055854,105.8227806,4,traffic_signals,,,POINT (105.8227806 21.0055854)
7887543804,1045,21.0047329,105.8223823,2,,,,POINT (105.8223823 21.0047329)
7887543805,1046,21.0044514,105.8221704,2,,,,POINT (105.8221704 21.0044514)
7887543806,1047,21.0041387,105.8218888,2,,,,POINT (105.8218888 21.0041387)
7887543807,1048,21.0039688,105.8216879,2,,,,POINT (105.8216879 21.0039688)
7887543808,1049,21.0036856,105.8213302,2,,,,POINT (105.8213302 21.0036856)
7887543809,1050,21.0034783,105.8210209,2,,,,POINT (105.8210209 21.0034783)
7887543811,1051,21.0033097,105.820997,2,,,,POINT (105.820997 21.0033097)
7887543812,1052,21.0054445,105.8227391,3,,,,POINT (105.8227391 21.0054445)
7887543816,1053,21.0066136,105.8232285,4,crossing,,,POINT (105.8232285 21.0066136)
7887543817,1054,21.0057865,105.8228849,3,,,,POINT (105.8228849 21.0057865)
7887554267,1055,21.0071845,105.823471,3,,,,POINT (105.823471 21.0071845)
7887554269,1056,21.0078241,105.8237998,4,crossing,,,POINT (105.8237998 21.0078241)
7887554271,1057,21.0085919,105.8242284,2,,,,POINT (105.8242284 21.0085919)
7887554272,1058,21.0086796,105.8242821,2,,,,POINT (105.8242821 21.0086796)
7887554273,1059,21.0087745,105.8245459,3,,,,POINT (105.8245459 21.0087745)
7887554274,1060,21.0089028,105.8250466,2,,,,POINT (105.8250466 21.0089028)
7887554275,1061,21.0088976,105.8251379,2,,,,POINT (105.8251379 21.0088976)
7887554276,1062,21.0075885,105.8280384,2,,,,POINT (105.8280384 21.0075885)
7887554278,1063,21.0064199,105.8305314,2,,,,POINT (105.8305314 21.0064199)
7887554279,1064,21.0063233,105.8306964,2,,,,POINT (105.8306964 21.0063233)
7887554280,1065,21.0061694,105.8308931,3,,,,POINT (105.8308931 21.0061694)
7887554283,1066,21.0086323,105.8257129,4,crossing,,,POINT (105.8257129 21.0086323)
7887554284,1067,21.0084259,105.8261682,2,crossing,,,POINT (105.8261682 21.0084259)
7887569111,1068,21.0059728,105.8229763,2,crossing,,,POINT (105.8229763 21.0059728)
7887622385,1069,21.0079576,105.827198,4,,,,POINT (105.827198 21.0079576)
7887622386,1070,21.0072843,105.8286808,4,crossing,,,POINT (105.8286808 21.0072843)
7887622387,1071,21.0070093,105.8292805,4,crossing,,,POINT (105.8292805 21.0070093)
7887622388,1072,21.0068059,105.8296839,4,crossing,,,POINT (105.8296839 21.0068059)
7887624767,1073,21.0015153,105.8292804,4,crossing,,,POINT (105.8292804 21.0015153)
7887624768,1074,21.0018931,105.8294471,4,crossing,,,POINT (105.8294471 21.0018931)
7887624769,1075,21.0023482,105.8296355,4,crossing,,,POINT (105.8296355 21.0023482)
7887624771,1076,21.005395,105.8307012,4,crossing,,,POINT (105.8307012 21.005395)
7887624772,1077,21.0058056,105.8308524,4,crossing,,,POINT (105.8308524 21.0058056)
7887659827,1078,21.0030906,105.8210616,2,,,,POINT (105.8210616 21.0030906)
7887659828,1079,21.0029398,105.821573,2,,,,POINT (105.821573 21.0029398)
7887659830,1080,21.0028035,105.8221002,4,,,,POINT (105.8221002 21.0028035)
7920618636,1081,20.9986392,105.8385174,2,,,,POINT (105.8385174 20.9986392)
7920618637,1082,20.9990314,105.8368879,2,,,,POINT (105.8368879 20.9990314)
7920618640,1083,21.0016881,105.8262785,3,,,,POINT (105.8262785 21.0016881)
7920618641,1084,21.001663,105.8259898,2,,,,POINT (105.8259898 21.001663)
7920618642,1085,21.0026582,105.8220476,3,,,,POINT (105.8220476 21.0026582)
7920618643,1086,21.0029335,105.8216014,4,crossing,,,POINT (105.8216014 21.0029335)
7920618645,1087,21.0044114,105.8221344,4,crossing,,,POINT (105.8221344 21.0044114)
7920618646,1088,21.0048853,105.8224636,4,crossing,,,POINT (105.8224636 21.0048853)
7920618647,1089,21.000714,105.8293059,3,,,,POINT (105.8293059 21.000714)
7920618648,1090,21.00106,105.8291663,4,,,,POINT (105.8291663 21.00106)
7920618649,1091,21.0008786,105.8290841,4,traffic_signals,,,POINT (105.8290841 21.0008786)
7920618650,1092,21.0006792,105.8294015,4,traffic_signals,,,POINT (105.8294015 21.0006792)
7928432441,1093,21.0141169,105.834118,4,crossing,,,POINT (105.834118 21.0141169)
7933892115,1094,21.007596,105.8244664,3,,,,POINT (105.8244664 21.007596)
7933892116,1095,21.0076038,105.8244396,2,,,,POINT (105.8244396 21.0076038)
7933892117,1096,21.0076016,105.8244159,2,,,,POINT (105.8244159 21.0076016)
7933892118,1097,21.0075922,105.8243943,2,,,,POINT (105.8243943 21.0075922)
7933892119,1098,21.0074737,105.8244382,2,,,,POINT (105.8244382 21.0074737)
7933892120,1099,21.007478,105.8244597,2,,,,POINT (105.8244597 21.007478)
7933892121,1100,21.0074885,105.8244787,2,,,,POINT (105.8244787 21.0074885)
7933892122,1101,21.0075765,105.8243774,2,,,,POINT (105.8243774 21.0075765)
7939114765,1102,21.0125772,105.8324339,4,crossing,,,POINT (105.8324339 21.0125772)
7985603132,1103,21.0004365,105.83019,2,,,,POINT (105.83019 21.0004365)
7985603133,1104,21.0005773,105.829724,2,,,,POINT (105.829724 21.0005773)
7985603147,1105,21.0014607,105.8271192,3,,,,POINT (105.8271192 21.0014607)
7985603149,1106,21.0014759,105.827062,2,,,,POINT (105.827062 21.0014759)
7985603151,1107,21.0014484,105.8271696,4,crossing,,,POINT (105.8271696 21.0014484)
7985603173,1108,20.9980163,105.8409176,4,crossing,,,POINT (105.8409176 20.9980163)
7985603183,1109,20.9983983,105.8409049,4,crossing,,,POINT (105.8409049 20.9983983)
8000825499,1110,21.0096876,105.8336047,3,,,,POINT (105.8336047 21.0096876)
8000825500,1111,21.009885,105.8334184,3,,,,POINT (105.8334184 21.009885)
8000825510,1112,21.0094711,105.83333,4,,,,POINT (105.83333 21.0094711)
8000825512,1113,21.0092542,105.833065,2,,,,POINT (105.833065 21.0092542)
8018034356,1114,21.0057736,105.8410033,3,,,,POINT (105.8410033 21.0057736)
8018034357,1115,21.0057736,105.8407874,2,,,,POINT (105.8407874 21.0057736)
8018034358,1116,21.0057009,105.8406989,2,,,,POINT (105.8406989 21.0057009)
8018034359,1117,21.0057175,105.8401999,2,,,,POINT (105.8401999 21.0057175)
8018034360,1118,21.0056778,105.8398425,2,,,,POINT (105.8398425 21.0056778)
8018034361,1119,21.0057075,105.8397752,2,,,,POINT (105.8397752 21.0057075)
8040029471,1120,21.0073632,105.8409587,4,,,,POINT (105.8409587 21.0073632)
8040029472,1121,21.0073311,105.8410354,2,,,,POINT (105.8410354 21.0073311)
8043743642,1122,21.0070522,105.8308476,3,,,,POINT (105.8308476 21.0070522)
8043743643,1123,21.0069626,105.8310859,1,,,,POINT (105.8310859 21.0069626)
8043743667,1124,21.0067908,105.8263667,1,,,,POINT (105.8263667 21.0067908)
8059095252,1125,21.0108592,105.8332414,2,,,,POINT (105.8332414 21.0108592)
8059095253,1126,21.0081253,105.8340433,2,,,,POINT (105.8340433 21.0081253)
8070851986,1127,21.0015534,105.8306718,3,,,,POINT (105.8306718 21.0015534)
8093872386,1128,21.000506,105.8299421,2,,,,POINT (105.8299421 21.000506)
8093872387,1129,21.0003873,105.830119,2,,,,POINT (105.830119 21.0003873)
8130257730,1130,21.0101346,105.8375902,2,,,,POINT (105.8375902 21.0101346)
8130257732,1131,21.0093895,105.8381681,2,,,,POINT (105.8381681 21.0093895)
8130257733,1132,21.00889,105.8385893,4,crossing,,,POINT (105.8385893 21.00889)
8130257734,1133,21.0083277,105.8392474,2,,,,POINT (105.8392474 21.0083277)
8130257735,1134,21.0079252,105.8398974,3,,,,POINT (105.8398974 21.0079252)
8130257736,1135,21.0077193,105.840333,4,crossing,,,POINT (105.840333 21.0077193)
8130257737,1136,21.0076559,105.8405787,2,,,,POINT (105.8405787 21.0076559)
8130257738,1137,21.0074581,105.8408471,2,crossing,,,POINT (105.8408471 21.0074581)
8130257775,1138,21.0135921,105.834514,2,,,,POINT (105.834514 21.0135921)
8130257776,1139,21.0129167,105.8351431,4,crossing,,,POINT (105.8351431 21.0129167)
8130257777,1140,21.0125728,105.8354529,4,crossing,,,POINT (105.8354529 21.0125728)
8130257778,1141,21.0118817,105.836113,2,,,,POINT (105.836113 21.0118817)
8130257779,1142,21.0112487,105.8366992,2,,,,POINT (105.8366992 21.0112487)
8130257780,1143,21.0112191,105.8367171,2,,,,POINT (105.8367171 21.0112191)
8130257781,1144,21.0109724,105.8367382,2,,,,POINT (105.8367382 21.0109724)
8130257782,1145,21.0108243,105.8366326,4,,,,POINT (105.8366326 21.0108243)
8130257783,1146,21.0110704,105.836741,3,,,,POINT (105.836741 21.0110704)
8130257784,1147,21.0107985,105.8369891,3,,,,POINT (105.8369891 21.0107985)
8130257785,1148,21.010793,105.8370461,2,,,,POINT (105.8370461 21.010793)
8132877677,1149,21.0104249,105.8264426,2,,,,POINT (105.8264426 21.0104249)
8132877678,1150,21.0106749,105.8258993,2,,,,POINT (105.8258993 21.0106749)
8167688752,1151,21.0048188,105.8337789,2,,,,POINT (105.8337789 21.0048188)
8167688753,1152,21.0048697,105.8337437,2,,,,POINT (105.8337437 21.0048697)
8167688754,1153,21.004936,105.8337309,2,,,,POINT (105.8337309 21.004936)
8167688755,1154,21.0049981,105.833722,2,,,,POINT (105.833722 21.0049981)
8167688756,1155,21.0051483,105.833667,4,,,,POINT (105.833667 21.0051483)
8167688757,1156,21.0051254,105.8336224,2,,,,POINT (105.8336224 21.0051254)
8167688758,1157,21.0051254,105.8335959,2,,,,POINT (105.8335959 21.0051254)
8167688759,1158,21.0052423,105.8334897,3,,,,POINT (105.8334897 21.0052423)
8167688760,1159,21.005383,105.8335745,2,,,,POINT (105.8335745 21.005383)
8167688761,1160,21.0054176,105.8335867,2,,,,POINT (105.8335867 21.0054176)
8167688762,1161,21.005551,105.8335636,3,,,,POINT (105.8335636 21.005551)
8167688764,1162,21.0058717,105.8335843,3,,,,POINT (105.8335843 21.0058717)
8167688765,1163,21.0046444,105.8338675,3,,,,POINT (105.8338675 21.0046444)
8173724027,1164,21.0043775,105.8218816,2,,,,POINT (105.8218816 21.0043775)
8173724028,1165,21.0041627,105.8216541,2,,,,POINT (105.8216541 21.0041627)
8173724029,1166,21.0046123,105.8220934,2,,,,POINT (105.8220934 21.0046123)
8173724030,1167,21.0047423,105.8221953,2,,,,POINT (105.8221953 21.0047423)
8173724031,1168,21.0045235,105.8221384,2,,,,POINT (105.8221384 21.0045235)
8209597661,1169,21.0079687,105.8399115,2,,,,POINT (105.8399115 21.0079687)
8209597664,1170,21.0095064,105.8382126,2,,,,POINT (105.8382126 21.0095064)
8209597665,1171,21.0080317,105.8399461,2,,,,POINT (105.8399461 21.0080317)
8209597666,1172,21.0078813,105.8402613,2,,,,POINT (105.8402613 21.0078813)
8209597677,1173,21.0107798,105.8370687,2,,,,POINT (105.8370687 21.0107798)
8209597678,1174,21.0093594,105.8385009,2,,,,POINT (105.8385009 21.0093594)
8259963774,1175,21.0103347,105.8310496,2,,,,POINT (105.8310496 21.0103347)
8259963782,1176,21.008019,105.8342572,2,,,,POINT (105.8342572 21.008019)
8259963783,1177,21.0097396,105.8360811,2,,,,POINT (105.8360811 21.0097396)
